id,tab_id,tabelle,jahr,raum_id,raum,zei_id,zeile,zahl
010.020.2006.207.080,020,Einwohner nach Alter,2006,207,Hahnwald,80,35 - < 45,349.0
010.020.2006.207.090,020,Einwohner nach Alter,2006,207,Hahnwald,90,45 - < 55,363.0
010.020.2006.207.100,020,Einwohner nach Alter,2006,207,Hahnwald,100,55 - < 60,164.0
010.020.2006.207.110,020,Einwohner nach Alter,2006,207,Hahnwald,110,60 - < 65,163.0
010.020.2006.207.120,020,Einwohner nach Alter,2006,207,Hahnwald,120,65 - < 75,230.0
010.020.2006.207.130,020,Einwohner nach Alter,2006,207,Hahnwald,130,75 und älter,112.0
010.020.2006.208.010,020,Einwohner nach Alter,2006,208,Rodenkirchen,10,00 - < 03,291.0
010.020.2006.208.020,020,Einwohner nach Alter,2006,208,Rodenkirchen,20,03 - < 06,325.0
010.020.2006.208.030,020,Einwohner nach Alter,2006,208,Rodenkirchen,30,06 - < 10,419.0
010.020.2006.208.040,020,Einwohner nach Alter,2006,208,Rodenkirchen,40,10 - < 15,518.0
010.020.2006.208.050,020,Einwohner nach Alter,2006,208,Rodenkirchen,50,15 - < 18,322.0
010.020.2006.208.060,020,Einwohner nach Alter,2006,208,Rodenkirchen,60,18 - < 25,1127.0
010.020.2006.208.070,020,Einwohner nach Alter,2006,208,Rodenkirchen,70,25 - < 35,1924.0
010.020.2006.208.080,020,Einwohner nach Alter,2006,208,Rodenkirchen,80,35 - < 45,2662.0
010.020.2006.208.090,020,Einwohner nach Alter,2006,208,Rodenkirchen,90,45 - < 55,2173.0
010.020.2006.208.100,020,Einwohner nach Alter,2006,208,Rodenkirchen,100,55 - < 60,975.0
010.020.2006.208.110,020,Einwohner nach Alter,2006,208,Rodenkirchen,110,60 - < 65,1061.0
010.020.2006.208.120,020,Einwohner nach Alter,2006,208,Rodenkirchen,120,65 - < 75,2139.0
010.020.2006.208.130,020,Einwohner nach Alter,2006,208,Rodenkirchen,130,75 und älter,2159.0
010.020.2006.209.010,020,Einwohner nach Alter,2006,209,Weiß,10,00 - < 03,129.0
010.020.2006.209.020,020,Einwohner nach Alter,2006,209,Weiß,20,03 - < 06,154.0
010.020.2006.209.030,020,Einwohner nach Alter,2006,209,Weiß,30,06 - < 10,232.0
010.020.2006.209.040,020,Einwohner nach Alter,2006,209,Weiß,40,10 - < 15,287.0
010.020.2006.209.050,020,Einwohner nach Alter,2006,209,Weiß,50,15 - < 18,145.0
010.020.2006.209.060,020,Einwohner nach Alter,2006,209,Weiß,60,18 - < 25,331.0
010.020.2006.209.070,020,Einwohner nach Alter,2006,209,Weiß,70,25 - < 35,527.0
010.020.2006.209.080,020,Einwohner nach Alter,2006,209,Weiß,80,35 - < 45,1036.0
010.020.2006.209.090,020,Einwohner nach Alter,2006,209,Weiß,90,45 - < 55,909.0
010.020.2006.209.100,020,Einwohner nach Alter,2006,209,Weiß,100,55 - < 60,388.0
010.020.2006.209.110,020,Einwohner nach Alter,2006,209,Weiß,110,60 - < 65,400.0
010.020.2006.209.120,020,Einwohner nach Alter,2006,209,Weiß,120,65 - < 75,788.0
010.020.2006.209.130,020,Einwohner nach Alter,2006,209,Weiß,130,75 und älter,437.0
010.020.2006.210.010,020,Einwohner nach Alter,2006,210,Sürth,10,00 - < 03,317.0
010.020.2006.210.020,020,Einwohner nach Alter,2006,210,Sürth,20,03 - < 06,376.0
010.020.2006.210.030,020,Einwohner nach Alter,2006,210,Sürth,30,06 - < 10,470.0
010.020.2006.210.040,020,Einwohner nach Alter,2006,210,Sürth,40,10 - < 15,502.0
010.020.2006.210.050,020,Einwohner nach Alter,2006,210,Sürth,50,15 - < 18,325.0
010.020.2006.210.060,020,Einwohner nach Alter,2006,210,Sürth,60,18 - < 25,639.0
010.020.2006.210.070,020,Einwohner nach Alter,2006,210,Sürth,70,25 - < 35,1156.0
010.020.2006.210.080,020,Einwohner nach Alter,2006,210,Sürth,80,35 - < 45,2031.0
010.020.2006.210.090,020,Einwohner nach Alter,2006,210,Sürth,90,45 - < 55,1484.0
010.020.2006.210.100,020,Einwohner nach Alter,2006,210,Sürth,100,55 - < 60,593.0
010.020.2006.210.110,020,Einwohner nach Alter,2006,210,Sürth,110,60 - < 65,514.0
010.020.2006.210.120,020,Einwohner nach Alter,2006,210,Sürth,120,65 - < 75,893.0
010.020.2006.210.130,020,Einwohner nach Alter,2006,210,Sürth,130,75 und älter,699.0
010.020.2006.211.010,020,Einwohner nach Alter,2006,211,Godorf,10,00 - < 03,62.0
010.020.2006.211.020,020,Einwohner nach Alter,2006,211,Godorf,20,03 - < 06,61.0
010.020.2006.211.030,020,Einwohner nach Alter,2006,211,Godorf,30,06 - < 10,94.0
010.020.2006.211.040,020,Einwohner nach Alter,2006,211,Godorf,40,10 - < 15,118.0
010.020.2006.211.050,020,Einwohner nach Alter,2006,211,Godorf,50,15 - < 18,78.0
010.020.2006.211.060,020,Einwohner nach Alter,2006,211,Godorf,60,18 - < 25,213.0
010.020.2006.211.070,020,Einwohner nach Alter,2006,211,Godorf,70,25 - < 35,284.0
010.020.2006.211.080,020,Einwohner nach Alter,2006,211,Godorf,80,35 - < 45,415.0
010.020.2006.211.090,020,Einwohner nach Alter,2006,211,Godorf,90,45 - < 55,410.0
010.020.2006.211.100,020,Einwohner nach Alter,2006,211,Godorf,100,55 - < 60,132.0
010.020.2006.211.110,020,Einwohner nach Alter,2006,211,Godorf,110,60 - < 65,136.0
010.020.2006.211.120,020,Einwohner nach Alter,2006,211,Godorf,120,65 - < 75,245.0
010.020.2006.211.130,020,Einwohner nach Alter,2006,211,Godorf,130,75 und älter,155.0
010.020.2006.212.010,020,Einwohner nach Alter,2006,212,Immendorf,10,00 - < 03,53.0
010.020.2006.212.020,020,Einwohner nach Alter,2006,212,Immendorf,20,03 - < 06,47.0
010.020.2006.212.030,020,Einwohner nach Alter,2006,212,Immendorf,30,06 - < 10,86.0
010.020.2006.212.040,020,Einwohner nach Alter,2006,212,Immendorf,40,10 - < 15,107.0
010.020.2006.212.050,020,Einwohner nach Alter,2006,212,Immendorf,50,15 - < 18,95.0
010.020.2006.212.060,020,Einwohner nach Alter,2006,212,Immendorf,60,18 - < 25,175.0
010.020.2006.212.070,020,Einwohner nach Alter,2006,212,Immendorf,70,25 - < 35,193.0
010.020.2006.212.080,020,Einwohner nach Alter,2006,212,Immendorf,80,35 - < 45,372.0
010.020.2006.212.090,020,Einwohner nach Alter,2006,212,Immendorf,90,45 - < 55,351.0
010.020.2006.212.100,020,Einwohner nach Alter,2006,212,Immendorf,100,55 - < 60,129.0
010.020.2006.212.110,020,Einwohner nach Alter,2006,212,Immendorf,110,60 - < 65,104.0
010.020.2006.212.120,020,Einwohner nach Alter,2006,212,Immendorf,120,65 - < 75,234.0
010.020.2006.212.130,020,Einwohner nach Alter,2006,212,Immendorf,130,75 und älter,129.0
010.020.2006.213.010,020,Einwohner nach Alter,2006,213,Meschenich,10,00 - < 03,257.0
010.020.2006.213.020,020,Einwohner nach Alter,2006,213,Meschenich,20,03 - < 06,295.0
010.020.2006.213.030,020,Einwohner nach Alter,2006,213,Meschenich,30,06 - < 10,398.0
010.020.2006.213.040,020,Einwohner nach Alter,2006,213,Meschenich,40,10 - < 15,462.0
010.020.2006.213.050,020,Einwohner nach Alter,2006,213,Meschenich,50,15 - < 18,264.0
010.020.2006.213.060,020,Einwohner nach Alter,2006,213,Meschenich,60,18 - < 25,708.0
010.020.2006.213.070,020,Einwohner nach Alter,2006,213,Meschenich,70,25 - < 35,1225.0
010.020.2006.213.080,020,Einwohner nach Alter,2006,213,Meschenich,80,35 - < 45,1479.0
010.020.2006.213.090,020,Einwohner nach Alter,2006,213,Meschenich,90,45 - < 55,1365.0
010.020.2006.213.100,020,Einwohner nach Alter,2006,213,Meschenich,100,55 - < 60,461.0
010.020.2006.213.110,020,Einwohner nach Alter,2006,213,Meschenich,110,60 - < 65,310.0
010.020.2006.213.120,020,Einwohner nach Alter,2006,213,Meschenich,120,65 - < 75,585.0
010.020.2006.213.130,020,Einwohner nach Alter,2006,213,Meschenich,130,75 und älter,326.0
010.020.2006.301.010,020,Einwohner nach Alter,2006,301,Klettenberg,10,00 - < 03,259.0
010.020.2006.301.020,020,Einwohner nach Alter,2006,301,Klettenberg,20,03 - < 06,230.0
010.020.2006.301.030,020,Einwohner nach Alter,2006,301,Klettenberg,30,06 - < 10,340.0
010.020.2006.301.040,020,Einwohner nach Alter,2006,301,Klettenberg,40,10 - < 15,392.0
010.020.2006.301.050,020,Einwohner nach Alter,2006,301,Klettenberg,50,15 - < 18,258.0
010.020.2006.301.060,020,Einwohner nach Alter,2006,301,Klettenberg,60,18 - < 25,736.0
010.020.2006.301.070,020,Einwohner nach Alter,2006,301,Klettenberg,70,25 - < 35,1548.0
010.020.2006.301.080,020,Einwohner nach Alter,2006,301,Klettenberg,80,35 - < 45,2017.0
010.020.2006.301.090,020,Einwohner nach Alter,2006,301,Klettenberg,90,45 - < 55,1502.0
010.020.2006.301.100,020,Einwohner nach Alter,2006,301,Klettenberg,100,55 - < 60,613.0
010.020.2006.301.110,020,Einwohner nach Alter,2006,301,Klettenberg,110,60 - < 65,546.0
010.020.2006.301.120,020,Einwohner nach Alter,2006,301,Klettenberg,120,65 - < 75,898.0
010.020.2006.301.130,020,Einwohner nach Alter,2006,301,Klettenberg,130,75 und älter,920.0
010.020.2006.302.010,020,Einwohner nach Alter,2006,302,Sülz,10,00 - < 03,892.0
010.020.2006.302.020,020,Einwohner nach Alter,2006,302,Sülz,20,03 - < 06,668.0
010.020.2006.302.030,020,Einwohner nach Alter,2006,302,Sülz,30,06 - < 10,841.0
010.020.2006.302.040,020,Einwohner nach Alter,2006,302,Sülz,40,10 - < 15,993.0
010.020.2006.302.050,020,Einwohner nach Alter,2006,302,Sülz,50,15 - < 18,630.0
010.020.2006.302.060,020,Einwohner nach Alter,2006,302,Sülz,60,18 - < 25,3413.0
010.020.2006.302.070,020,Einwohner nach Alter,2006,302,Sülz,70,25 - < 35,8510.0
010.020.2006.302.080,020,Einwohner nach Alter,2006,302,Sülz,80,35 - < 45,7381.0
010.020.2006.302.090,020,Einwohner nach Alter,2006,302,Sülz,90,45 - < 55,4689.0
010.020.2006.302.100,020,Einwohner nach Alter,2006,302,Sülz,100,55 - < 60,1734.0
010.020.2006.302.110,020,Einwohner nach Alter,2006,302,Sülz,110,60 - < 65,1509.0
010.020.2006.302.120,020,Einwohner nach Alter,2006,302,Sülz,120,65 - < 75,2882.0
010.020.2006.302.130,020,Einwohner nach Alter,2006,302,Sülz,130,75 und älter,2412.0
010.020.2006.303.010,020,Einwohner nach Alter,2006,303,Lindenthal,10,00 - < 03,676.0
010.020.2006.303.020,020,Einwohner nach Alter,2006,303,Lindenthal,20,03 - < 06,528.0
010.020.2006.303.030,020,Einwohner nach Alter,2006,303,Lindenthal,30,06 - < 10,683.0
010.020.2006.303.040,020,Einwohner nach Alter,2006,303,Lindenthal,40,10 - < 15,731.0
010.020.2006.303.050,020,Einwohner nach Alter,2006,303,Lindenthal,50,15 - < 18,481.0
010.020.2006.303.060,020,Einwohner nach Alter,2006,303,Lindenthal,60,18 - < 25,3285.0
010.020.2006.303.070,020,Einwohner nach Alter,2006,303,Lindenthal,70,25 - < 35,6442.0
010.020.2006.303.080,020,Einwohner nach Alter,2006,303,Lindenthal,80,35 - < 45,5358.0
010.020.2006.303.090,020,Einwohner nach Alter,2006,303,Lindenthal,90,45 - < 55,3453.0
010.020.2006.303.100,020,Einwohner nach Alter,2006,303,Lindenthal,100,55 - < 60,1493.0
010.020.2006.303.110,020,Einwohner nach Alter,2006,303,Lindenthal,110,60 - < 65,1493.0
010.020.2006.303.120,020,Einwohner nach Alter,2006,303,Lindenthal,120,65 - < 75,2762.0
010.020.2006.303.130,020,Einwohner nach Alter,2006,303,Lindenthal,130,75 und älter,2646.0
010.020.2006.304.010,020,Einwohner nach Alter,2006,304,Braunsfeld,10,00 - < 03,238.0
010.020.2006.304.020,020,Einwohner nach Alter,2006,304,Braunsfeld,20,03 - < 06,211.0
010.020.2006.304.030,020,Einwohner nach Alter,2006,304,Braunsfeld,30,06 - < 10,243.0
010.020.2006.304.040,020,Einwohner nach Alter,2006,304,Braunsfeld,40,10 - < 15,266.0
010.020.2006.304.050,020,Einwohner nach Alter,2006,304,Braunsfeld,50,15 - < 18,129.0
010.020.2006.304.060,020,Einwohner nach Alter,2006,304,Braunsfeld,60,18 - < 25,911.0
010.020.2006.304.070,020,Einwohner nach Alter,2006,304,Braunsfeld,70,25 - < 35,2053.0
010.020.2006.304.080,020,Einwohner nach Alter,2006,304,Braunsfeld,80,35 - < 45,1900.0
010.020.2006.304.090,020,Einwohner nach Alter,2006,304,Braunsfeld,90,45 - < 55,1243.0
010.020.2006.304.100,020,Einwohner nach Alter,2006,304,Braunsfeld,100,55 - < 60,581.0
010.020.2006.304.110,020,Einwohner nach Alter,2006,304,Braunsfeld,110,60 - < 65,604.0
010.020.2006.304.120,020,Einwohner nach Alter,2006,304,Braunsfeld,120,65 - < 75,1108.0
010.020.2006.304.130,020,Einwohner nach Alter,2006,304,Braunsfeld,130,75 und älter,1068.0
010.020.2006.305.010,020,Einwohner nach Alter,2006,305,Müngersdorf,10,00 - < 03,182.0
010.020.2006.305.020,020,Einwohner nach Alter,2006,305,Müngersdorf,20,03 - < 06,204.0
010.020.2006.305.030,020,Einwohner nach Alter,2006,305,Müngersdorf,30,06 - < 10,283.0
010.020.2006.305.040,020,Einwohner nach Alter,2006,305,Müngersdorf,40,10 - < 15,362.0
010.020.2006.305.050,020,Einwohner nach Alter,2006,305,Müngersdorf,50,15 - < 18,180.0
010.020.2006.305.060,020,Einwohner nach Alter,2006,305,Müngersdorf,60,18 - < 25,923.0
010.020.2006.305.070,020,Einwohner nach Alter,2006,305,Müngersdorf,70,25 - < 35,1247.0
010.020.2006.305.080,020,Einwohner nach Alter,2006,305,Müngersdorf,80,35 - < 45,1365.0
010.020.2006.305.090,020,Einwohner nach Alter,2006,305,Müngersdorf,90,45 - < 55,1097.0
010.020.2006.305.100,020,Einwohner nach Alter,2006,305,Müngersdorf,100,55 - < 60,497.0
010.020.2006.305.110,020,Einwohner nach Alter,2006,305,Müngersdorf,110,60 - < 65,474.0
010.020.2006.305.120,020,Einwohner nach Alter,2006,305,Müngersdorf,120,65 - < 75,806.0
010.020.2006.305.130,020,Einwohner nach Alter,2006,305,Müngersdorf,130,75 und älter,819.0
010.020.2006.306.010,020,Einwohner nach Alter,2006,306,Junkersdorf,10,00 - < 03,387.0
010.020.2006.306.020,020,Einwohner nach Alter,2006,306,Junkersdorf,20,03 - < 06,404.0
010.020.2006.306.030,020,Einwohner nach Alter,2006,306,Junkersdorf,30,06 - < 10,471.0
010.020.2006.306.040,020,Einwohner nach Alter,2006,306,Junkersdorf,40,10 - < 15,460.0
010.020.2006.306.050,020,Einwohner nach Alter,2006,306,Junkersdorf,50,15 - < 18,239.0
010.020.2006.306.060,020,Einwohner nach Alter,2006,306,Junkersdorf,60,18 - < 25,1005.0
010.020.2006.306.070,020,Einwohner nach Alter,2006,306,Junkersdorf,70,25 - < 35,1885.0
010.020.2006.306.080,020,Einwohner nach Alter,2006,306,Junkersdorf,80,35 - < 45,2525.0
010.020.2006.306.090,020,Einwohner nach Alter,2006,306,Junkersdorf,90,45 - < 55,1629.0
010.020.2006.306.100,020,Einwohner nach Alter,2006,306,Junkersdorf,100,55 - < 60,723.0
010.020.2006.306.110,020,Einwohner nach Alter,2006,306,Junkersdorf,110,60 - < 65,696.0
010.020.2006.306.120,020,Einwohner nach Alter,2006,306,Junkersdorf,120,65 - < 75,1146.0
010.020.2006.306.130,020,Einwohner nach Alter,2006,306,Junkersdorf,130,75 und älter,767.0
010.020.2006.307.010,020,Einwohner nach Alter,2006,307,Weiden,10,00 - < 03,377.0
010.020.2006.307.020,020,Einwohner nach Alter,2006,307,Weiden,20,03 - < 06,378.0
010.020.2006.307.030,020,Einwohner nach Alter,2006,307,Weiden,30,06 - < 10,495.0
010.020.2006.307.040,020,Einwohner nach Alter,2006,307,Weiden,40,10 - < 15,590.0
010.020.2006.307.050,020,Einwohner nach Alter,2006,307,Weiden,50,15 - < 18,401.0
010.020.2006.307.060,020,Einwohner nach Alter,2006,307,Weiden,60,18 - < 25,1151.0
010.020.2006.307.070,020,Einwohner nach Alter,2006,307,Weiden,70,25 - < 35,2294.0
010.020.2006.307.080,020,Einwohner nach Alter,2006,307,Weiden,80,35 - < 45,2814.0
010.020.2006.307.090,020,Einwohner nach Alter,2006,307,Weiden,90,45 - < 55,2310.0
010.020.2006.307.100,020,Einwohner nach Alter,2006,307,Weiden,100,55 - < 60,1145.0
010.020.2006.307.110,020,Einwohner nach Alter,2006,307,Weiden,110,60 - < 65,1065.0
010.020.2006.307.120,020,Einwohner nach Alter,2006,307,Weiden,120,65 - < 75,2048.0
010.020.2006.307.130,020,Einwohner nach Alter,2006,307,Weiden,130,75 und älter,1438.0
010.020.2006.308.010,020,Einwohner nach Alter,2006,308,Lövenich,10,00 - < 03,181.0
010.020.2006.308.020,020,Einwohner nach Alter,2006,308,Lövenich,20,03 - < 06,199.0
010.020.2006.308.030,020,Einwohner nach Alter,2006,308,Lövenich,30,06 - < 10,281.0
010.020.2006.308.040,020,Einwohner nach Alter,2006,308,Lövenich,40,10 - < 15,301.0
010.020.2006.308.050,020,Einwohner nach Alter,2006,308,Lövenich,50,15 - < 18,197.0
010.020.2006.308.060,020,Einwohner nach Alter,2006,308,Lövenich,60,18 - < 25,524.0
010.020.2006.308.070,020,Einwohner nach Alter,2006,308,Lövenich,70,25 - < 35,872.0
010.020.2006.308.080,020,Einwohner nach Alter,2006,308,Lövenich,80,35 - < 45,1457.0
010.020.2006.308.090,020,Einwohner nach Alter,2006,308,Lövenich,90,45 - < 55,1281.0
010.020.2006.308.100,020,Einwohner nach Alter,2006,308,Lövenich,100,55 - < 60,584.0
010.020.2006.308.110,020,Einwohner nach Alter,2006,308,Lövenich,110,60 - < 65,558.0
010.020.2006.308.120,020,Einwohner nach Alter,2006,308,Lövenich,120,65 - < 75,965.0
010.020.2006.308.130,020,Einwohner nach Alter,2006,308,Lövenich,130,75 und älter,620.0
010.020.2006.309.010,020,Einwohner nach Alter,2006,309,Widdersdorf,10,00 - < 03,211.0
010.020.2006.309.020,020,Einwohner nach Alter,2006,309,Widdersdorf,20,03 - < 06,269.0
010.020.2006.309.030,020,Einwohner nach Alter,2006,309,Widdersdorf,30,06 - < 10,391.0
010.020.2006.309.040,020,Einwohner nach Alter,2006,309,Widdersdorf,40,10 - < 15,342.0
010.020.2006.309.050,020,Einwohner nach Alter,2006,309,Widdersdorf,50,15 - < 18,194.0
010.020.2006.309.060,020,Einwohner nach Alter,2006,309,Widdersdorf,60,18 - < 25,415.0
010.020.2006.309.070,020,Einwohner nach Alter,2006,309,Widdersdorf,70,25 - < 35,713.0
010.020.2006.309.080,020,Einwohner nach Alter,2006,309,Widdersdorf,80,35 - < 45,1447.0
010.020.2006.309.090,020,Einwohner nach Alter,2006,309,Widdersdorf,90,45 - < 55,984.0
010.020.2006.309.100,020,Einwohner nach Alter,2006,309,Widdersdorf,100,55 - < 60,394.0
010.020.2006.309.110,020,Einwohner nach Alter,2006,309,Widdersdorf,110,60 - < 65,343.0
010.020.2006.309.120,020,Einwohner nach Alter,2006,309,Widdersdorf,120,65 - < 75,711.0
010.020.2006.309.130,020,Einwohner nach Alter,2006,309,Widdersdorf,130,75 und älter,392.0
010.020.2006.401.010,020,Einwohner nach Alter,2006,401,Ehrenfeld,10,00 - < 03,877.0
010.020.2006.401.020,020,Einwohner nach Alter,2006,401,Ehrenfeld,20,03 - < 06,698.0
010.020.2006.401.030,020,Einwohner nach Alter,2006,401,Ehrenfeld,30,06 - < 10,888.0
010.020.2006.401.040,020,Einwohner nach Alter,2006,401,Ehrenfeld,40,10 - < 15,952.0
010.020.2006.401.050,020,Einwohner nach Alter,2006,401,Ehrenfeld,50,15 - < 18,630.0
010.020.2006.401.060,020,Einwohner nach Alter,2006,401,Ehrenfeld,60,18 - < 25,3374.0
010.020.2006.401.070,020,Einwohner nach Alter,2006,401,Ehrenfeld,70,25 - < 35,9373.0
010.020.2006.401.080,020,Einwohner nach Alter,2006,401,Ehrenfeld,80,35 - < 45,7080.0
010.020.2006.401.090,020,Einwohner nach Alter,2006,401,Ehrenfeld,90,45 - < 55,3890.0
010.020.2006.401.100,020,Einwohner nach Alter,2006,401,Ehrenfeld,100,55 - < 60,1673.0
010.020.2006.401.110,020,Einwohner nach Alter,2006,401,Ehrenfeld,110,60 - < 65,1462.0
010.020.2006.401.120,020,Einwohner nach Alter,2006,401,Ehrenfeld,120,65 - < 75,2673.0
010.020.2006.401.130,020,Einwohner nach Alter,2006,401,Ehrenfeld,130,75 und älter,1624.0
010.020.2006.402.010,020,Einwohner nach Alter,2006,402,Neuehrenfeld,10,00 - < 03,635.0
010.020.2006.402.020,020,Einwohner nach Alter,2006,402,Neuehrenfeld,20,03 - < 06,554.0
010.020.2006.402.030,020,Einwohner nach Alter,2006,402,Neuehrenfeld,30,06 - < 10,746.0
010.020.2006.402.040,020,Einwohner nach Alter,2006,402,Neuehrenfeld,40,10 - < 15,814.0
010.020.2006.402.050,020,Einwohner nach Alter,2006,402,Neuehrenfeld,50,15 - < 18,506.0
010.020.2006.402.060,020,Einwohner nach Alter,2006,402,Neuehrenfeld,60,18 - < 25,1869.0
010.020.2006.402.070,020,Einwohner nach Alter,2006,402,Neuehrenfeld,70,25 - < 35,4446.0
010.020.2006.402.080,020,Einwohner nach Alter,2006,402,Neuehrenfeld,80,35 - < 45,4717.0
010.020.2006.402.090,020,Einwohner nach Alter,2006,402,Neuehrenfeld,90,45 - < 55,2922.0
010.020.2006.402.100,020,Einwohner nach Alter,2006,402,Neuehrenfeld,100,55 - < 60,1221.0
010.020.2006.402.110,020,Einwohner nach Alter,2006,402,Neuehrenfeld,110,60 - < 65,1089.0
010.020.2006.402.120,020,Einwohner nach Alter,2006,402,Neuehrenfeld,120,65 - < 75,2076.0
010.020.2006.402.130,020,Einwohner nach Alter,2006,402,Neuehrenfeld,130,75 und älter,1569.0
010.020.2006.403.010,020,Einwohner nach Alter,2006,403,Bickendorf,10,00 - < 03,485.0
010.020.2006.403.020,020,Einwohner nach Alter,2006,403,Bickendorf,20,03 - < 06,526.0
010.020.2006.403.030,020,Einwohner nach Alter,2006,403,Bickendorf,30,06 - < 10,726.0
010.020.2006.403.040,020,Einwohner nach Alter,2006,403,Bickendorf,40,10 - < 15,926.0
010.020.2006.403.050,020,Einwohner nach Alter,2006,403,Bickendorf,50,15 - < 18,615.0
010.020.2006.403.060,020,Einwohner nach Alter,2006,403,Bickendorf,60,18 - < 25,1425.0
010.020.2006.403.070,020,Einwohner nach Alter,2006,403,Bickendorf,70,25 - < 35,2330.0
010.020.2006.403.080,020,Einwohner nach Alter,2006,403,Bickendorf,80,35 - < 45,2894.0
010.020.2006.403.090,020,Einwohner nach Alter,2006,403,Bickendorf,90,45 - < 55,2137.0
010.020.2006.403.100,020,Einwohner nach Alter,2006,403,Bickendorf,100,55 - < 60,899.0
010.020.2006.403.110,020,Einwohner nach Alter,2006,403,Bickendorf,110,60 - < 65,719.0
010.020.2006.403.120,020,Einwohner nach Alter,2006,403,Bickendorf,120,65 - < 75,1538.0
010.020.2006.403.130,020,Einwohner nach Alter,2006,403,Bickendorf,130,75 und älter,974.0
010.020.2006.404.010,020,Einwohner nach Alter,2006,404,Vogelsang,10,00 - < 03,202.0
010.020.2006.404.020,020,Einwohner nach Alter,2006,404,Vogelsang,20,03 - < 06,224.0
010.020.2006.404.030,020,Einwohner nach Alter,2006,404,Vogelsang,30,06 - < 10,308.0
010.020.2006.404.040,020,Einwohner nach Alter,2006,404,Vogelsang,40,10 - < 15,438.0
010.020.2006.404.050,020,Einwohner nach Alter,2006,404,Vogelsang,50,15 - < 18,253.0
010.020.2006.404.060,020,Einwohner nach Alter,2006,404,Vogelsang,60,18 - < 25,589.0
010.020.2006.404.070,020,Einwohner nach Alter,2006,404,Vogelsang,70,25 - < 35,902.0
010.020.2006.404.080,020,Einwohner nach Alter,2006,404,Vogelsang,80,35 - < 45,1348.0
010.020.2006.404.090,020,Einwohner nach Alter,2006,404,Vogelsang,90,45 - < 55,1200.0
010.020.2006.404.100,020,Einwohner nach Alter,2006,404,Vogelsang,100,55 - < 60,523.0
010.020.2006.404.110,020,Einwohner nach Alter,2006,404,Vogelsang,110,60 - < 65,414.0
010.020.2006.404.120,020,Einwohner nach Alter,2006,404,Vogelsang,120,65 - < 75,1011.0
010.020.2006.404.130,020,Einwohner nach Alter,2006,404,Vogelsang,130,75 und älter,698.0
010.020.2006.405.010,020,Einwohner nach Alter,2006,405,Bocklemünd/Mengenich,10,00 - < 03,324.0
010.020.2006.405.020,020,Einwohner nach Alter,2006,405,Bocklemünd/Mengenich,20,03 - < 06,351.0
010.020.2006.405.030,020,Einwohner nach Alter,2006,405,Bocklemünd/Mengenich,30,06 - < 10,451.0
010.020.2006.405.040,020,Einwohner nach Alter,2006,405,Bocklemünd/Mengenich,40,10 - < 15,562.0
010.020.2006.405.050,020,Einwohner nach Alter,2006,405,Bocklemünd/Mengenich,50,15 - < 18,402.0
010.020.2006.405.060,020,Einwohner nach Alter,2006,405,Bocklemünd/Mengenich,60,18 - < 25,825.0
010.020.2006.405.070,020,Einwohner nach Alter,2006,405,Bocklemünd/Mengenich,70,25 - < 35,1137.0
010.020.2006.405.080,020,Einwohner nach Alter,2006,405,Bocklemünd/Mengenich,80,35 - < 45,1717.0
010.020.2006.405.090,020,Einwohner nach Alter,2006,405,Bocklemünd/Mengenich,90,45 - < 55,1402.0
010.020.2006.405.100,020,Einwohner nach Alter,2006,405,Bocklemünd/Mengenich,100,55 - < 60,563.0
010.020.2006.405.110,020,Einwohner nach Alter,2006,405,Bocklemünd/Mengenich,110,60 - < 65,585.0
010.020.2006.405.120,020,Einwohner nach Alter,2006,405,Bocklemünd/Mengenich,120,65 - < 75,1460.0
010.020.2006.405.130,020,Einwohner nach Alter,2006,405,Bocklemünd/Mengenich,130,75 und älter,991.0
010.020.2006.406.010,020,Einwohner nach Alter,2006,406,Ossendorf,10,00 - < 03,349.0
010.020.2006.406.020,020,Einwohner nach Alter,2006,406,Ossendorf,20,03 - < 06,417.0
010.020.2006.406.030,020,Einwohner nach Alter,2006,406,Ossendorf,30,06 - < 10,588.0
010.020.2006.406.040,020,Einwohner nach Alter,2006,406,Ossendorf,40,10 - < 15,679.0
010.020.2006.406.050,020,Einwohner nach Alter,2006,406,Ossendorf,50,15 - < 18,396.0
010.020.2006.406.060,020,Einwohner nach Alter,2006,406,Ossendorf,60,18 - < 25,750.0
010.020.2006.406.070,020,Einwohner nach Alter,2006,406,Ossendorf,70,25 - < 35,1452.0
010.020.2006.406.080,020,Einwohner nach Alter,2006,406,Ossendorf,80,35 - < 45,2018.0
010.020.2006.406.090,020,Einwohner nach Alter,2006,406,Ossendorf,90,45 - < 55,1178.0
010.020.2006.406.100,020,Einwohner nach Alter,2006,406,Ossendorf,100,55 - < 60,408.0
010.020.2006.406.110,020,Einwohner nach Alter,2006,406,Ossendorf,110,60 - < 65,345.0
010.020.2006.406.120,020,Einwohner nach Alter,2006,406,Ossendorf,120,65 - < 75,760.0
010.020.2006.406.130,020,Einwohner nach Alter,2006,406,Ossendorf,130,75 und älter,433.0
010.020.2006.501.010,020,Einwohner nach Alter,2006,501,Nippes,10,00 - < 03,935.0
010.020.2006.501.020,020,Einwohner nach Alter,2006,501,Nippes,20,03 - < 06,789.0
010.020.2006.501.030,020,Einwohner nach Alter,2006,501,Nippes,30,06 - < 10,996.0
