Produktbereich;Produktbereichsbezeichnung;Teilplan;Teilplanbezeichnung;Teilpanzeile;Ist 2010;Plan 2011;Plan 2012;Plan 2013;Plan 2014;Plan 2015
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen;5.920;10.000;10.000;10.000;10.000;10.000
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;10 - Auszahlung für den Erwerb von Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;11 - Auszahlung von aktivierbaren Zuwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;12 - Auszahlung für sonst. Investitionsauszahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;13 - Summe investive Auszahlungen;35.933;1.771.200;1.772.000;5.976.000;1.527.000;4.751.000
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;14 - Saldo Investitionstätigkeit;-35.933;-1.771.200;-1.772.000;-5.976.000;-1.527.000;-4.751.000
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;15 - Aufnahme von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;16 - Rückflüsse von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;18 - Tilgung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;19 - Gewährung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen;0;7.208.000;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;02 - Einzahlung aus der Veräußerung von Sachanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;03 - Einzahlung aus Veräußerung Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;04 - Einzahlung aus Beiträgen nd ähnl. Entgelten;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;05 - Einzahlung sonstige Investitionseinzahlung;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;06 - Summe investive Einzahlungen;0;7.208.000;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;08 - Auszahlungen für Baumaßnahmen;10.742.781;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen;1.352.209;5.000;5.000;5.000;5.000;5.000
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;10 - Auszahlung für den Erwerb von Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;11 - Auszahlung von aktivierbaren Zuwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;12 - Auszahlung für sonst. Investitionsauszahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;13 - Summe investive Auszahlungen;12.094.990;5.000;5.000;5.000;5.000;5.000
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;14 - Saldo Investitionstätigkeit;-12.094.990;7.203.000;-5.000;-5.000;-5.000;-5.000
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;15 - Aufnahme von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;16 - Rückflüsse von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;18 - Tilgung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;19 - Gewährung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;02 - Einzahlung aus der Veräußerung von Sachanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;03 - Einzahlung aus Veräußerung Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;04 - Einzahlung aus Beiträgen nd ähnl. Entgelten;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;05 - Einzahlung sonstige Investitionseinzahlung;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;06 - Summe investive Einzahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;08 - Auszahlungen für Baumaßnahmen;153.577;250.000;230.000;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen;2.241;14.000;151.000;14.000;14.000;14.000
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;10 - Auszahlung für den Erwerb von Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;11 - Auszahlung von aktivierbaren Zuwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;12 - Auszahlung für sonst. Investitionsauszahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;13 - Summe investive Auszahlungen;155.818;264.000;381.000;14.000;14.000;14.000
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;14 - Saldo Investitionstätigkeit;-155.818;-264.000;-381.000;-14.000;-14.000;-14.000
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;15 - Aufnahme von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;16 - Rückflüsse von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;18 - Tilgung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;19 - Gewährung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;02 - Einzahlung aus der Veräußerung von Sachanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;03 - Einzahlung aus Veräußerung Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;04 - Einzahlung aus Beiträgen nd ähnl. Entgelten;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;05 - Einzahlung sonstige Investitionseinzahlung;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;06 - Summe investive Einzahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;08 - Auszahlungen für Baumaßnahmen;0;300.000;70.000;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen;5.494;8.000;53.000;53.000;8.000;8.000
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;10 - Auszahlung für den Erwerb von Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;11 - Auszahlung von aktivierbaren Zuwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;12 - Auszahlung für sonst. Investitionsauszahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;13 - Summe investive Auszahlungen;5.494;308.000;123.000;53.000;8.000;8.000
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;14 - Saldo Investitionstätigkeit;-5.494;-308.000;-123.000;-53.000;-8.000;-8.000
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;15 - Aufnahme von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;16 - Rückflüsse von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;18 - Tilgung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;19 - Gewährung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;02 - Einzahlung aus der Veräußerung von Sachanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;03 - Einzahlung aus Veräußerung Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;04 - Einzahlung aus Beiträgen nd ähnl. Entgelten;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;05 - Einzahlung sonstige Investitionseinzahlung;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;06 - Summe investive Einzahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;08 - Auszahlungen für Baumaßnahmen;1.461.032;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen;589.303;11.000;11.000;11.000;11.000;11.000
04;Kultur und Wissenschaft;0407;Museum Schnütgen;10 - Auszahlung für den Erwerb von Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;11 - Auszahlung von aktivierbaren Zuwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;12 - Auszahlung für sonst. Investitionsauszahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;13 - Summe investive Auszahlungen;2.050.335;11.000;11.000;11.000;11.000;11.000
04;Kultur und Wissenschaft;0407;Museum Schnütgen;14 - Saldo Investitionstätigkeit;-2.050.335;-11.000;-11.000;-11.000;-11.000;-11.000
04;Kultur und Wissenschaft;0407;Museum Schnütgen;15 - Aufnahme von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;16 - Rückflüsse von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;18 - Tilgung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;19 - Gewährung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;02 - Einzahlung aus der Veräußerung von Sachanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;03 - Einzahlung aus Veräußerung Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;04 - Einzahlung aus Beiträgen nd ähnl. Entgelten;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;05 - Einzahlung sonstige Investitionseinzahlung;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;06 - Summe investive Einzahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;08 - Auszahlungen für Baumaßnahmen;0;150.000;611.200;1.240.800;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen;19.640;2.000;11.000;11.000;11.000;11.000
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;10 - Auszahlung für den Erwerb von Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;11 - Auszahlung von aktivierbaren Zuwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;12 - Auszahlung für sonst. Investitionsauszahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;13 - Summe investive Auszahlungen;19.640;152.000;622.200;1.251.800;11.000;11.000
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;14 - Saldo Investitionstätigkeit;-19.640;-152.000;-622.200;-1.251.800;-11.000;-11.000
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;15 - Aufnahme von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;16 - Rückflüsse von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;18 - Tilgung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0408;Kölnisches Stadtmuseum;19 - Gewährung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;02 - Einzahlung aus der Veräußerung von Sachanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;03 - Einzahlung aus Veräußerung Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;04 - Einzahlung aus Beiträgen nd ähnl. Entgelten;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;05 - Einzahlung sonstige Investitionseinzahlung;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;06 - Summe investive Einzahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;08 - Auszahlungen für Baumaßnahmen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen;28.960;13.000;13.000;13.000;13.000;13.000
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;10 - Auszahlung für den Erwerb von Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;11 - Auszahlung von aktivierbaren Zuwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;12 - Auszahlung für sonst. Investitionsauszahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;13 - Summe investive Auszahlungen;28.960;13.000;13.000;13.000;13.000;13.000
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;14 - Saldo Investitionstätigkeit;-28.960;-13.000;-13.000;-13.000;-13.000;-13.000
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;15 - Aufnahme von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;16 - Rückflüsse von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;18 - Tilgung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0409;Kunst- und Museumsbibliothek / Rheinisches Bildarchiv;19 - Gewährung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;02 - Einzahlung aus der Veräußerung von Sachanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;03 - Einzahlung aus Veräußerung Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;04 - Einzahlung aus Beiträgen nd ähnl. Entgelten;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;05 - Einzahlung sonstige Investitionseinzahlung;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;06 - Summe investive Einzahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;08 - Auszahlungen für Baumaßnahmen;0;380.000;180.000;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen;26.903;27.100;27.100;27.100;27.100;27.100
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;10 - Auszahlung für den Erwerb von Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;11 - Auszahlung von aktivierbaren Zuwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;12 - Auszahlung für sonst. Investitionsauszahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;13 - Summe investive Auszahlungen;26.903;407.100;207.100;27.100;27.100;27.100
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;14 - Saldo Investitionstätigkeit;-26.903;-407.100;-207.100;-27.100;-27.100;-27.100
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;15 - Aufnahme von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;16 - Rückflüsse von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;18 - Tilgung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0410;NS-Dokumentationszentrum;19 - Gewährung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;02 - Einzahlung aus der Veräußerung von Sachanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;03 - Einzahlung aus Veräußerung Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;04 - Einzahlung aus Beiträgen nd ähnl. Entgelten;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;05 - Einzahlung sonstige Investitionseinzahlung;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;06 - Summe investive Einzahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;08 - Auszahlungen für Baumaßnahmen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen;23.985;40.300;10.300;10.300;10.300;10.300
04;Kultur und Wissenschaft;0411;Museumsdienst;10 - Auszahlung für den Erwerb von Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;11 - Auszahlung von aktivierbaren Zuwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;12 - Auszahlung für sonst. Investitionsauszahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;13 - Summe investive Auszahlungen;23.985;40.300;10.300;10.300;10.300;10.300
04;Kultur und Wissenschaft;0411;Museumsdienst;14 - Saldo Investitionstätigkeit;-23.985;-40.300;-10.300;-10.300;-10.300;-10.300
04;Kultur und Wissenschaft;0411;Museumsdienst;15 - Aufnahme von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;16 - Rückflüsse von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;18 - Tilgung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0411;Museumsdienst;19 - Gewährung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen;0;50.000;50.000;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;02 - Einzahlung aus der Veräußerung von Sachanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;03 - Einzahlung aus Veräußerung Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;04 - Einzahlung aus Beiträgen nd ähnl. Entgelten;0;0;0;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;05 - Einzahlung sonstige Investitionseinzahlung;0;0;0;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;06 - Summe investive Einzahlungen;0;50.000;50.000;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden;0;0;0;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;08 - Auszahlungen für Baumaßnahmen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen;604.588;173.300;855.800;710.000;208.000;1.701.000
04;Kultur und Wissenschaft;0412;Historisches Archiv;10 - Auszahlung für den Erwerb von Finanzanlagen;2.000.000;0;0;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;11 - Auszahlung von aktivierbaren Zuwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;12 - Auszahlung für sonst. Investitionsauszahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;13 - Summe investive Auszahlungen;2.604.588;173.300;855.800;710.000;208.000;1.701.000
04;Kultur und Wissenschaft;0412;Historisches Archiv;14 - Saldo Investitionstätigkeit;-2.604.588;-123.300;-805.800;-710.000;-208.000;-1.701.000
04;Kultur und Wissenschaft;0412;Historisches Archiv;15 - Aufnahme von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;16 - Rückflüsse von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;18 - Tilgung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0412;Historisches Archiv;19 - Gewährung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen;0;11.641.333;4.633.053;6.077.500;0;3.795.000
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;02 - Einzahlung aus der Veräußerung von Sachanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;03 - Einzahlung aus Veräußerung Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;04 - Einzahlung aus Beiträgen nd ähnl. Entgelten;0;0;0;0;0;0
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;05 - Einzahlung sonstige Investitionseinzahlung;0;0;0;0;0;0
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;06 - Summe investive Einzahlungen;0;11.641.333;4.633.053;6.077.500;0;3.795.000
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;07 - Auszahlungen für Erwerb v. Grundstücken und Gebäuden;0;0;0;0;0;0
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;08 - Auszahlungen für Baumaßnahmen;2.315.917;10.777.333;13.336.002;13.038.681;9.531.182;3.719.027
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;09 - Auszahlung für den Erwerb von bewegl. Anlagevermögen;22.745;192.333;192.333;55.000;3.555.000;925.000
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;10 - Auszahlung für den Erwerb von Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;11 - Auszahlung von aktivierbaren Zuwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;12 - Auszahlung für sonst. Investitionsauszahlungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;13 - Summe investive Auszahlungen;2.338.662;10.969.666;13.528.335;13.093.681;13.086.182;4.644.027
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;14 - Saldo Investitionstätigkeit;-2.338.662;671.667;-8.895.282;-7.016.181;-13.086.182;-849.027
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;15 - Aufnahme von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;16 - Rückflüsse von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;18 - Tilgung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0413;Archäologische Zone und Jüdisches Museum;19 - Gewährung von Darlehen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0414;Volkshochschule;01 - Einzahlung aus Zuwendungen für Investitionsmaßnahmen;37.019;0;0;0;0;0
04;Kultur und Wissenschaft;0414;Volkshochschule;02 - Einzahlung aus der Veräußerung von Sachanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0414;Volkshochschule;03 - Einzahlung aus Veräußerung Finanzanlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0414;Volkshochschule;04 - Einzahlung aus Beiträgen nd ähnl. Entgelten;0;0;0;0;0;0
04;Kultur und Wissenschaft;0414;Volkshochschule;05 - Einzahlung sonstige Investitionseinzahlung;0;0;0;0;0;0
