Produktbereich;PB_BEZ;Teilplan;PG_BEZ;Bezirk;Bezeichnung;Teilplanzeile;Ergebnis 2010;Plan 2011;Plan 2012;Plan 2013;Plan 2014;Plan 2015
02;Sicherheit und Ordnung;0204;Verkehrs- u. Kfz.-Wesen;9;Mühlheim;16 - sonstige ordentl. Aufwendungen;75.307;74.359;95.316;95.316;95.316;95.316
02;Sicherheit und Ordnung;0204;Verkehrs- u. Kfz.-Wesen;9;Mühlheim;17 = ordentliche Aufwendungen;244.951;306.414;313.470;322.440;333.636;343.172
02;Sicherheit und Ordnung;0204;Verkehrs- u. Kfz.-Wesen;9;Mühlheim;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-104.975;193.546;130.601;139.572;150.768;160.304
02;Sicherheit und Ordnung;0204;Verkehrs- u. Kfz.-Wesen;9;Mühlheim;22 = ordentliches Jahresergebnis (18 und 21);-104.975;193.546;130.601;139.572;150.768;160.304
02;Sicherheit und Ordnung;0204;Verkehrs- u. Kfz.-Wesen;9;Mühlheim;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-104.975;193.546;130.601;139.572;150.768;160.304
02;Sicherheit und Ordnung;0204;Verkehrs- u. Kfz.-Wesen;9;Mühlheim;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);18.968;16.186;26.225;26.153;26.153;26.153
02;Sicherheit und Ordnung;0204;Verkehrs- u. Kfz.-Wesen;9;Mühlheim;28 = Jahresergebnis;-86.006;209.732;156.827;165.725;176.921;186.457
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;04 - öffentl.rechtl. Leistungsentgelte;-794.487;-707.480;-896.180;-896.180;-896.180;-896.180
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;05 - privatrechtl. Leistungsentgelte;-45;0;-15.000;-15.000;-15.000;-15.000
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;06 - Kostenerstattungen und Umlagen;1;0;0;0;0;0
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;07 - sonstige ordentliche Erträge;-13.621;-9.201;-9.201;-9.201;-9.201;-9.201
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;10 = ordentliche Erträge;-808.152;-716.681;-920.381;-920.381;-920.381;-920.381
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;11 - Personalaufwendungen;1.010.682;1.149.610;863.774;898.951;943.480;981.296
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;13 - Aufwendungen für Sach- und Dienstleistungen;7.357;3.683;6.630;6.630;6.630;6.630
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;14 - Bilanzielle Abschreibungen;15.604;9.755;23.543;23.543;23.543;23.543
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;16 - sonstige ordentl. Aufwendungen;844.979;944.430;1.080.983;1.080.983;1.080.983;1.080.983
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;17 = ordentliche Aufwendungen;1.878.621;2.107.479;1.974.930;2.010.107;2.054.636;2.092.452
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);1.070.469;1.390.798;1.054.549;1.089.726;1.134.255;1.172.071
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;22 = ordentliches Jahresergebnis (18 und 21);1.070.469;1.390.798;1.054.549;1.089.726;1.134.255;1.172.071
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);1.070.469;1.390.798;1.054.549;1.089.726;1.134.255;1.172.071
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);92.392;67.669;96.708;96.468;96.468;96.468
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;1;Innenstadt;28 = Jahresergebnis;1.162.861;1.458.468;1.151.258;1.186.193;1.230.723;1.268.539
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;04 - öffentl.rechtl. Leistungsentgelte;-347.390;-285.568;-572.068;-572.068;-572.068;-572.068
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;05 - privatrechtl. Leistungsentgelte;142;0;0;0;0;0
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;07 - sonstige ordentliche Erträge;-2.356;-8.000;-8.000;-8.000;-8.000;-8.000
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;10 = ordentliche Erträge;-349.604;-293.568;-580.068;-580.068;-580.068;-580.068
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;11 - Personalaufwendungen;437.648;458.397;438.013;457.482;480.587;500.418
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;13 - Aufwendungen für Sach- und Dienstleistungen;6.571;5.761;6.240;6.240;6.240;6.240
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;14 - Bilanzielle Abschreibungen;4.382;2.106;9.876;9.876;9.876;9.876
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;16 - sonstige ordentl. Aufwendungen;439.713;415.449;688.473;688.473;688.473;688.473
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;17 = ordentliche Aufwendungen;888.315;881.713;1.142.603;1.162.071;1.185.176;1.205.007
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);538.710;588.145;562.535;582.003;605.108;624.939
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;22 = ordentliches Jahresergebnis (18 und 21);538.710;588.145;562.535;582.003;605.108;624.939
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);538.710;588.145;562.535;582.003;605.108;624.939
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);37.586;25.751;41.558;41.450;41.450;41.450
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;2;Rodenkirchen;28 = Jahresergebnis;576.296;613.896;604.093;623.453;646.558;666.389
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;04 - öffentl.rechtl. Leistungsentgelte;-872.253;-700.728;-1.022.928;-1.022.928;-1.022.928;-1.022.928
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;05 - privatrechtl. Leistungsentgelte;-1;0;0;0;0;0
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;07 - sonstige ordentliche Erträge;-8.653;-8.600;-8.600;-8.600;-8.600;-8.600
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;10 = ordentliche Erträge;-880.906;-709.328;-1.031.528;-1.031.528;-1.031.528;-1.031.528
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;11 - Personalaufwendungen;815.328;936.432;843.568;878.123;921.677;958.693
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;13 - Aufwendungen für Sach- und Dienstleistungen;9.293;5.153;6.240;6.240;6.240;6.240
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;14 - Bilanzielle Abschreibungen;13.076;9.815;17.154;17.154;17.154;17.154
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;16 - sonstige ordentl. Aufwendungen;835.724;785.950;1.068.735;1.068.735;1.068.735;1.068.735
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;17 = ordentliche Aufwendungen;1.673.421;1.737.349;1.935.698;1.970.253;2.013.807;2.050.823
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);792.515;1.028.021;904.170;938.725;982.279;1.019.295
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;22 = ordentliches Jahresergebnis (18 und 21);792.515;1.028.021;904.170;938.725;982.279;1.019.295
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);792.515;1.028.021;904.170;938.725;982.279;1.019.295
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);73.690;55.987;85.636;85.407;85.407;85.407
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;3;Lindenthal;28 = Jahresergebnis;866.204;1.084.009;989.806;1.024.132;1.067.686;1.104.702
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;04 - öffentl.rechtl. Leistungsentgelte;-469.911;-388.492;-665.592;-665.592;-665.592;-665.592
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;05 - privatrechtl. Leistungsentgelte;-130;0;0;0;0;0
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;07 - sonstige ordentliche Erträge;-12.267;-8.299;-8.299;-8.299;-8.299;-8.299
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;10 = ordentliche Erträge;-482.307;-396.791;-673.891;-673.891;-673.891;-673.891
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;11 - Personalaufwendungen;591.450;435.023;577.091;601.727;631.852;657.588
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;13 - Aufwendungen für Sach- und Dienstleistungen;6.696;4.194;6.240;6.240;6.240;6.240
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;14 - Bilanzielle Abschreibungen;8.422;4.611;13.140;13.140;13.140;13.140
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;16 - sonstige ordentl. Aufwendungen;473.594;439.064;729.545;729.545;729.545;729.545
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;17 = ordentliche Aufwendungen;1.080.161;882.892;1.326.016;1.350.652;1.380.777;1.406.513
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);597.854;486.101;652.125;676.761;706.886;732.622
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;22 = ordentliches Jahresergebnis (18 und 21);597.854;486.101;652.125;676.761;706.886;732.622
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);597.854;486.101;652.125;676.761;706.886;732.622
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);57.600;31.205;66.943;66.763;66.763;66.763
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;4;Ehrenfeld;28 = Jahresergebnis;655.454;517.307;719.069;743.524;773.649;799.385
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;04 - öffentl.rechtl. Leistungsentgelte;-471.044;-413.704;-600.804;-600.804;-600.804;-600.804
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;05 - privatrechtl. Leistungsentgelte;-328;0;0;0;0;0
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;07 - sonstige ordentliche Erträge;-14.158;-10.398;-10.398;-10.398;-10.398;-10.398
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;10 = ordentliche Erträge;-485.529;-424.102;-611.202;-611.202;-611.202;-611.202
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;11 - Personalaufwendungen;745.177;683.788;705.158;734.543;771.122;802.276
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;13 - Aufwendungen für Sach- und Dienstleistungen;7.246;5.243;6.240;6.240;6.240;6.240
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;14 - Bilanzielle Abschreibungen;10.870;7.451;17.477;17.477;17.477;17.477
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;16 - sonstige ordentl. Aufwendungen;459.128;431.441;598.780;598.780;598.780;598.780
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;17 = ordentliche Aufwendungen;1.222.421;1.127.923;1.327.655;1.357.039;1.393.619;1.424.773
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);736.892;703.821;716.453;745.837;782.416;813.570
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;22 = ordentliches Jahresergebnis (18 und 21);736.892;703.821;716.453;745.837;782.416;813.570
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);736.892;703.821;716.453;745.837;782.416;813.570
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);64.254;40.123;67.162;66.970;66.970;66.970
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;5;Nippes;28 = Jahresergebnis;801.147;743.944;783.615;812.807;849.386;880.540
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;04 - öffentl.rechtl. Leistungsentgelte;-257.615;-239.344;-416.444;-416.444;-416.444;-416.444
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;05 - privatrechtl. Leistungsentgelte;-189;0;0;0;0;0
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;07 - sonstige ordentliche Erträge;-5.150;-5.000;-5.000;-5.000;-5.000;-5.000
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;10 = ordentliche Erträge;-262.953;-244.344;-421.444;-421.444;-421.444;-421.444
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;11 - Personalaufwendungen;360.990;495.212;431.719;450.815;473.567;493.087
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;13 - Aufwendungen für Sach- und Dienstleistungen;7.571;5.862;6.240;6.240;6.240;6.240
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;14 - Bilanzielle Abschreibungen;7.625;1.477;10.253;10.253;10.253;10.253
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;16 - sonstige ordentl. Aufwendungen;356.480;385.514;526.452;526.452;526.452;526.452
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;17 = ordentliche Aufwendungen;732.666;888.065;974.664;993.759;1.016.512;1.036.032
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);469.713;643.721;553.220;572.315;595.068;614.588
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;22 = ordentliches Jahresergebnis (18 und 21);469.713;643.721;553.220;572.315;595.068;614.588
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);469.713;643.721;553.220;572.315;595.068;614.588
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);38.249;32.639;42.380;42.272;42.272;42.272
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;6;Chorweiler;28 = Jahresergebnis;507.961;676.361;595.600;614.587;637.340;656.860
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;04 - öffentl.rechtl. Leistungsentgelte;-449.928;-396.276;-603.876;-603.876;-603.876;-603.876
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;05 - privatrechtl. Leistungsentgelte;-548;0;0;0;0;0
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;07 - sonstige ordentliche Erträge;-12.103;-7.999;-7.999;-7.999;-7.999;-7.999
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;10 = ordentliche Erträge;-462.579;-404.275;-611.875;-611.875;-611.875;-611.875
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;11 - Personalaufwendungen;485.980;670.418;616.346;642.529;674.661;702.096
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;13 - Aufwendungen für Sach- und Dienstleistungen;2.752;5.654;6.240;6.240;6.240;6.240
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;14 - Bilanzielle Abschreibungen;5.706;3.352;13.386;13.386;13.386;13.386
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;16 - sonstige ordentl. Aufwendungen;450.443;429.109;624.673;624.673;624.673;624.673
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;17 = ordentliche Aufwendungen;944.881;1.108.533;1.260.645;1.286.828;1.318.960;1.346.395
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);482.302;704.258;648.770;674.953;707.086;734.520
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;22 = ordentliches Jahresergebnis (18 und 21);482.302;704.258;648.770;674.953;707.086;734.520
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);482.302;704.258;648.770;674.953;707.086;734.520
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);45.989;35.664;60.798;60.630;60.630;60.630
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;7;Porz;28 = Jahresergebnis;528.291;739.922;709.568;735.583;767.715;795.150
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;04 - öffentl.rechtl. Leistungsentgelte;-462.995;-396.968;-624.068;-624.068;-624.068;-624.068
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;05 - privatrechtl. Leistungsentgelte;5;0;0;0;0;0
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;07 - sonstige ordentliche Erträge;-9.169;-10.000;-10.000;-10.000;-10.000;-10.000
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;10 = ordentliche Erträge;-472.160;-406.968;-634.068;-634.068;-634.068;-634.068
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;11 - Personalaufwendungen;500.934;635.587;531.390;554.095;581.843;605.545
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;13 - Aufwendungen für Sach- und Dienstleistungen;4.805;5.667;6.240;6.240;6.240;6.240
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;14 - Bilanzielle Abschreibungen;7.938;5.000;13.521;13.521;13.521;13.521
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;16 - sonstige ordentl. Aufwendungen;485.241;446.375;620.122;620.122;620.122;620.122
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;17 = ordentliche Aufwendungen;998.918;1.092.630;1.171.273;1.193.978;1.221.726;1.245.428
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);526.758;685.662;537.205;559.910;587.658;611.360
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;22 = ordentliches Jahresergebnis (18 und 21);526.758;685.662;537.205;559.910;587.658;611.360
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);526.758;685.662;537.205;559.910;587.658;611.360
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);100.128;39.399;53.878;53.733;53.733;53.733
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;8;Kalk;28 = Jahresergebnis;626.887;725.061;591.083;613.644;641.392;665.094
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;04 - öffentl.rechtl. Leistungsentgelte;-435.309;-420.232;-707.332;-707.332;-707.332;-707.332
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;05 - privatrechtl. Leistungsentgelte;-17;0;0;0;0;0
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;07 - sonstige ordentliche Erträge;-19.864;-7.899;-7.899;-7.899;-7.899;-7.899
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;10 = ordentliche Erträge;-455.190;-428.131;-715.231;-715.231;-715.231;-715.231
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;11 - Personalaufwendungen;566.094;790.468;726.020;756.224;793.867;825.925
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;13 - Aufwendungen für Sach- und Dienstleistungen;3.732;4.985;6.240;6.240;6.240;6.240
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;14 - Bilanzielle Abschreibungen;7.420;5.289;34.030;34.030;34.030;34.030
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;16 - sonstige ordentl. Aufwendungen;569.487;574.044;825.874;825.874;825.874;825.874
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;17 = ordentliche Aufwendungen;1.146.733;1.374.785;1.592.164;1.622.369;1.660.012;1.692.070
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);691.543;946.654;876.934;907.138;944.781;976.839
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;22 = ordentliches Jahresergebnis (18 und 21);691.543;946.654;876.934;907.138;944.781;976.839
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);691.543;946.654;876.934;907.138;944.781;976.839
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);61.023;52.491;78.675;78.458;78.458;78.458
02;Sicherheit und Ordnung;0207;Einwohnerangelegenheiten;9;Mühlheim;28 = Jahresergebnis;752.566;999.145;955.608;985.596;1.023.239;1.055.297
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;9;Mühlheim;14 - Bilanzielle Abschreibungen;0;185;185;185;185;185
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;9;Mühlheim;17 = ordentliche Aufwendungen;0;185;185;185;185;185
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;9;Mühlheim;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);0;185;185;185;185;185
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;9;Mühlheim;22 = ordentliches Jahresergebnis (18 und 21);0;185;185;185;185;185
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;9;Mühlheim;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);0;185;185;185;185;185
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;9;Mühlheim;28 = Jahresergebnis;0;185;185;185;185;185
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;02 - Zuwendungen und allg. Umlagen;-4.708;-300;-300;-300;-300;-300
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;05 - privatrechtl. Leistungsentgelte;-1;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;06 - Kostenerstattungen und Umlagen;-15;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;07 - sonstige ordentliche Erträge;-19.550;-19.900;-19.300;-19.300;-19.300;-19.300
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;10 = ordentliche Erträge;-24.274;-20.200;-19.600;-19.600;-19.600;-19.600
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;11 - Personalaufwendungen;4.724.447;4.739.973;5.029.493;5.516.572;5.739.649;5.915.813
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;13 - Aufwendungen für Sach- und Dienstleistungen;1.950.766;2.174.805;2.364.811;2.364.811;2.364.811;2.364.811
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;14 - Bilanzielle Abschreibungen;376;740;1.035;1.035;1.035;1.035
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;15 - Transferaufwendungen;6.000;4.800;5.700;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;16 - sonstige ordentl. Aufwendungen;96.145;131.200;109.075;109.075;109.075;109.075
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;17 = ordentliche Aufwendungen;6.777.735;7.051.517;7.510.114;7.991.492;8.214.569;8.390.733
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);6.753.461;7.031.317;7.490.514;7.971.892;8.194.969;8.371.133
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;22 = ordentliches Jahresergebnis (18 und 21);6.753.461;7.031.317;7.490.514;7.971.892;8.194.969;8.371.133
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);6.753.461;7.031.317;7.490.514;7.971.892;8.194.969;8.371.133
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);47.110;50.720;73.187;72.634;72.634;72.634
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;1;Innenstadt;28 = Jahresergebnis;6.800.571;7.082.037;7.563.701;8.044.526;8.267.603;8.443.767
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;2;Rodenkirchen;02 - Zuwendungen und allg. Umlagen;0;-300;-300;-300;-300;-300
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;2;Rodenkirchen;04 - öffentl.rechtl. Leistungsentgelte;0;-23.200;-23.200;-23.200;-23.200;-23.200
