station_code,station_local_code,station_name,station_start_date,station_end_date,station_latitude_d,station_latitude_dms,station_longitude_d,station_longitude_dms,station_altitude,type_of_station,station_type_of_area,station_ozone_classification,station_subcat_rural_background,network_code
DEBY035,DEBY035,Lindau (Bodensee)/Friedrichshafener Straße,20131212,,47.557473,+047.33.26,9.688869,+09.41.19,411,traffic,urban,urban,unknown,DE007A
DEBY037,DEBY037,München/Stachus,19780101,,48.137252,+048.8.14,11.564924,+011.33.53,521,traffic,urban,urban,unknown,DE007A
DEBY039,DEBY039,München/Lothstraße,19780101,,48.154534,+048.9.16,11.554669,+011.33.16,521,background,urban,urban,unknown,DE007A
DEBY047,DEBY047,Naila/Selbitzer Berg,19860101,,50.323245,+050.19.23,11.721605,+011.43.17,534,background,rural,rural,near-city,DE007A
DEBY049,DEBY049,Neustadt a.d. Donau/Eining,19770301,,48.853211,+048.51.11,11.777818,+011.46.40,359,background,rural,rural,regional,DE007A
DEBY052,DEBY052,Neu-Ulm/Gabelsbergerstraße,19780101,,48.397079,+048.23.49,10.008293,+010.0.29,470,background,urban,urban,unknown,DE007A
DEBY053,DEBY053,Nürnberg/Bahnhof,19860901,,49.44591,+049.26.45,11.088444,+011.5.18,307,traffic,urban,urban,unknown,DE007A
DEBY056,DEBY056,Fürth/Theresienstraße,19901101,,49.47221,+049.28.19,10.984705,+010.59.4,293,traffic,urban,urban,unknown,DE007A
DEBY058,DEBY058,Nürnberg/Muggenhof,19780801,,49.462229,+049.27.44,11.025473,+011.1.31,300,background,urban,urban,unknown,DE007A
DEBY062,DEBY062,Regen/Bodenmaiser Straße,19890201,,48.9724,+048.58.20,13.128932,+013.7.44,545,background,suburban,suburban,unknown,DE007A
DEBY063,DEBY063,Regensburg/Rathaus,19750101,,49.019013,+049.1.8,12.101855,+012.6.6,335,traffic,urban,urban,unknown,DE007A
DEBY067,DEBY067,Schwandorf/Wackersdorfer Straße,19800101,,49.321955,+049.19.19,12.128139,+012.7.41,380,background,suburban,suburban,unknown,DE007A
DEBY068,DEBY068,Schweinfurt/Obertor,19760101,,50.048397,+050.2.54,10.232076,+010.13.55,231,background,urban,urban,unknown,DE007A
DEBY072,DEBY072,Tiefenbach/Altenschneeberg,19831001,,49.438464,+049.26.18,12.548869,+012.32.55,755,background,rural,rural,regional,DE007A
DEBY075,DEBY075,Weiden i.d.OPf./Nikolaistraße,19800101,,49.67895,+049.40.44,12.159361,+012.9.33,400,background,urban,urban,unknown,DE007A
DEBY077,DEBY077,Würzburg/Kopfklinik,19750101,,49.804695,+049.48.16,9.95642,+09.57.23,226,background,suburban,suburban,unknown,DE007A
DEBY079,DEBY079,Bad Reichenhall/Nonn,19920501,,47.723186,+047.43.23,12.858856,+012.51.31,465,background,suburban,suburban,unknown,DE007A
DEBY088,DEBY088,Trostberg/Schwimmbadstraße,19920501,,48.021657,+048.1.17,12.538174,+012.32.17,488,background,suburban,suburban,unknown,DE007A
DEBY089,DEBY089,München/Johanneskirchen,19930701,,48.173194,+048.10.23,11.648036,+011.38.52,513,background,suburban,suburban,unknown,DE007A
DEBY093,DEBY093,Sulzbach-Rosenberg/Lohe,19990511,,49.487983,+049.29.16,11.786341,+011.47.10,393,background,suburban,suburban,unknown,DE007A
DEBY099,DEBY099,Augsburg/LfU,20000727,,48.326013,+048.19.33,10.903051,+010.54.10,495,background,suburban,suburban,unknown,DE007A
DEBY109,DEBY109,Andechs/Rothenfeld,20030417,,47.968753,+047.58.7,11.220172,+011.13.12,700,background,rural,rural,regional,DE007A
DEBY110,DEBY110,Augsburg/Karlstraße,20030801,,48.370237,+048.22.12,10.896221,+010.53.46,485,traffic,urban,urban,unknown,DE007A
DEBY111,DEBY111,Bayreuth/Hohenzollernring,20030801,,49.943637,+049.56.37,11.570088,+011.34.12,337,traffic,urban,urban,unknown,DE007A
DEBY113,DEBY113,Erlangen/Kraepelinstraße,20040401,,49.605914,+049.36.21,10.963528,+010.57.48,284,background,suburban,suburban,unknown,DE007A
DEBY115,DEBY115,München/Landshuter Allee,20040701,,48.149606,+048.8.58,11.536513,+011.32.11,521,traffic,urban,urban,unknown,DE007A
DEBY118,DEBY118,Passau/Stelzhamerstraße,20050405,,48.573629,+048.34.25,13.422039,+013.25.19,300,background,urban,urban,unknown,DE007A
DEBY119,DEBY119,Würzburg/Stadtring Süd,20051101,,49.790526,+049.47.25,9.947654,+09.56.51,198,traffic,urban,urban,unknown,DE007A
DEBY120,DEBY120,Nürnberg/Von-der-Tann-Straße,20061101,,49.440478,+049.26.25,11.036096,+011.2.9,308,traffic,urban,urban,unknown,DE007A
DEBY121,DEBY121,Oberaudorf/Inntal-Autobahn,20080101,,47.648459,+047.38.54,12.188324,+012.11.17,469,traffic,rural,rural,unknown,DE007A
DEBY122,DEBY122,Bad Hindelang/Oberjoch,20100621,,47.518013,+047.31.4,10.404232,+010.24.15,1169,background,rural,rural,regional,DE007A
DEBY123,DEBY123,Garmisch-Partenkirchen/Am Herrgottschrofen,20120101,,47.483194,+047.28.59,11.062283,+011.3.44,720,background,rural,rural,near-city,DE007A
DEBY124,DEBY124,Burgbernheim/Am Hessinggraben,20120101,,49.444516,+049.26.40,10.316582,+010.18.59,384,background,rural,rural,regional,DE007A
DEBY125,DEBY125,NSG Feuerbachmoor,20030319,,50.2177,+050.13.3,9.8252,+09.49.30,412,industrial,rural,rural,unknown,DE007A
DEBY127,DEBY127,Feilitzsch,19930422,,50.3699,+050.22.11,11.9456,+011.56.44,510,background,rural,rural,regional,DE007A
DEBY131,DEBY131,NSG Niederhofen,20030402,,49.043,+049.2.34,11.0168,+011.1.0,507,background,rural,rural,regional,DE007A
DEBY132,DEBY132,Rieden,19930422,,49.3307,+049.19.50,11.9153,+011.54.55,425,background,rural,rural,regional,DE007A
DEBY134,DEBY134,Kaisheim,19930713,,48.7712,+048.46.16,10.7872,+010.47.13,488,background,rural,rural,regional,DE007A
DEBY135,DEBY135,Neusling,20041229,,48.6939,+048.41.38,12.8751,+012.52.30,345,background,rural,rural,regional,DE007A
DEBY136,DEBY136,St. Oswald-Riedlhütte,19940322,,48.9371,+048.56.13,13.4127,+013.24.45,785,background,rural,rural,regional,DE007A
DEBY138,DEBY138,Prittriching,19930518,,48.2104,+048.12.37,10.9053,+010.54.19,530,background,rural,rural,regional,DE007A
DEBY139,DEBY139,Aschheim,19910401,,48.2017,+048.12.6,11.6959,+011.41.45,490,background,rural,rural,regional,DE007A
DEBY140,DEBY140,Altötting,19930506,,48.2173,+048.13.2,12.749,+012.44.56,415,background,rural,rural,regional,DE007A
DEBY142,DEBY142,Lautrach,20041229,,47.9018,+047.54.6,10.1162,+010.6.58,610,background,rural,rural,regional,DE007A
DEBY143,DEBY143,NSG Bannwaldsee,20030319,,47.612,+047.36.43,10.7868,+010.47.12,790,background,rural,rural,regional,DE007A
DEBY145,DEBY145,Sylvenstein,20080625,,47.589,+047.35.20,11.5502,+011.33.0,724,background,rural,rural,regional,DE007A
DEBY146,DEBY146,DBS Eining,19940322,,48.858,+048.51.28,11.7813,+011.46.52,360,background,rural,rural,regional,DE007A
DEBY147,DEBY147,DBS Grassau,19930617,,47.7905,+047.47.25,12.4469,+012.26.48,530,background,rural,rural,regional,DE007A
DEBY148,DEBY148,DBS München,20020320,,48.1624,+048.9.44,11.6012,+011.36.4,502,background,urban,urban,unknown,DE007A
DEBY149,DEBY149,DBS Weibersbrunn,19950531,,49.9039,+049.54.14,9.448,+09.26.52,380,background,rural,rural,regional,DE007A
DEBY150,DEBY150,DBS Augsburg,19980722,,48.3391,+048.20.20,10.9086,+010.54.30,485,background,urban,urban,unknown,DE007A
DEBY151,DEBY151,DBS Bidingen,19980429,,47.8073,+047.48.26,10.7241,+010.43.26,760,background,rural,rural,regional,DE007A
DEBY152,DEBY152,DBS Kulmbach,20020320,,50.0872,+050.5.13,11.4026,+011.24.9,300,background,urban,urban,unknown,DE007A
DEBY153,DEBY153,DBS Möhrendorf,20070516,,49.6257,+049.37.32,10.9864,+010.59.11,270,background,rural,rural,regional,DE007A
DEBY154,DEBY154,Südliche Frankenalb,19960603,,49.071094,+049.4.15,11.794678,+011.47.40,490,background,rural,rural,unknown,DE007A
DEBY155,DEBY155,Donau-Gäuboden,19960502,,48.852897,+048.51.10,12.589967,+012.35.23,339,background,rural,rural,unknown,DE007A
DEBY156,DEBY156,Nördliches Lechfeld,19951116,,48.241389,+048.14.29,10.907622,+010.54.27,522,background,rural,rural,unknown,DE007A
DEBY157,DEBY157,Münchener Schotterebene Freilandfläche,19931115,,48.138489,+048.8.18,11.857947,+011.51.28,523,background,rural,rural,unknown,DE007A
DEBY159,DEBY159,Fichtelgebirge Freilandfläche,19870902,,50.143556,+050.8.36,11.861697,+011.51.42,760,background,rural,rural,unknown,DE007A
DEBY160,DEBY160,Fichtelgebirge Bestandsfläche,19870831,,50.134944,+050.8.5,11.861722,+011.51.42,770,background,rural,rural,unknown,DE007A
DEBY161,DEBY161,Bayerischer Wald Bestandsfläche,19880101,,48.961164,+048.57.40,13.429294,+013.25.45,970,background,rural,rural,unknown,DE007A
DEBY162,DEBY162,Hochspessart Freilandfläche,19870706,,49.904225,+049.54.15,9.447878,+09.26.52,410,background,rural,rural,unknown,DE007A
DEBY163,DEBY163,Hochspessart Bestandsfläche,19870706,,49.902253,+049.54.8,9.446467,+09.26.47,430,background,rural,rural,unknown,DE007A
DEBY164,DEBY164,Bayerischer Wald Freilandfläche,19880101,,48.960139,+048.57.36,13.427625,+013.25.39,980,background,rural,rural,unknown,DE007A
DEBY165,DEBY165,Dep_Altdorf,19910201,,49.41833,+049.25.5,11.31389,+011.18.50,406,background,rural,rural,unknown,DE007A
DEBY166,DEBY166,Dep_Altötting,19911101,,48.2175,+048.13.3,12.751389,+012.45.5,410,background,rural,rural,unknown,DE007A
DEBY167,DEBY167,Dep_BBR,20000101,,50.35278,+050.21.10,9.92167,+09.55.18,780,background,rural,rural,unknown,DE007A
DEBY168,DEBY168,Dep_Berchtesgaden,19910801,,47.5756,+047.34.32,12.94389,+012.56.38,1500,background,rural,rural,unknown,DE007A
DEBY170,DEBY170,Dep_Dinkelsbühl,19910201,,49.1233,+049.7.23,10.590278,+010.35.25,460,background,rural,rural,unknown,DE007A
DEBY171,DEBY171,Dep_Ebersberg,19910401,,48.126944,+048.7.36,11.919167,+011.55.9,538,background,rural,rural,unknown,DE007A
DEBY173,DEBY173,Dep_Flossenbürg,19930701,,49.761389,+049.45.41,12.39167,+012.23.30,833,background,rural,rural,unknown,DE007A
DEBY174,DEBY174,Dep_Freising,19940701,,48.411667,+048.24.42,11.660555,+011.39.37,508,background,rural,rural,unknown,DE007A
DEBY175,DEBY175,Dep_Goldkronach,19930701,,49.9775,+049.58.38,11.80833,+011.48.29,835,background,rural,rural,unknown,DE007A
DEBY176,DEBY176,Dep_Kreuth,20000101,,47.7244,+047.43.27,11.67944,+011.40.45,1180,background,rural,rural,unknown,DE007A
DEBY178,DEBY178,Dep_Mitterfels,19910401,,48.975278,+048.58.31,12.885278,+012.53.7,1025,background,rural,rural,unknown,DE007A
DEBY180,DEBY180,Dep_Riedenburg,19910201,,48.922222,+048.55.19,11.753611,+011.45.12,460,background,rural,rural,unknown,DE007A
DEBY181,DEBY181,Dep_Rothenkirchen,19950701,,50.451667,+050.27.6,11.35,+011.20.59,670,background,rural,rural,unknown,DE007A
DEBY182,DEBY182,Dep_Rothenbuch,19931001,,49.980278,+049.58.49,9.4625,+09.27.45,461,background,rural,rural,unknown,DE007A
DEBY184,DEBY184,Dep_Sonthofen,19940701,,47.571111,+047.34.15,10.389444,+010.23.21,1240,background,rural,rural,unknown,DE007A
DEBY185,DEBY185,Dep_Würzburg,19950901,,49.735,+049.44.5,9.878333,+09.52.41,305,background,rural,rural,unknown,DE007A
DEBY187,DEBY187,Oettingen/Goethestraße,20120726,,48.95218,+048.57.7,10.59772,+010.35.51,417,background,suburban,suburban,unknown,DE007A
DEBY188,DEBY188,Schwabach/Angerstraße,20120701,,49.32273,+049.19.21,11.02792,+011.1.40,344,background,urban,urban,unknown,DE007A
DEBY189,DEBY189,München/Allach,20140128,,48.18169,+048.10.54,11.46445,+011.27.52,510,background,suburban,suburban,unknown,DE007A
DEBY190,DEBY190,Dep_Hoeglwald,20100101,,48.408889,+048.24.32,10.536667,+010.32.12,518,background,rural,rural,unknown,DE007A
DEBY191,DEBY191,Dep_Waldstein,20100101,,48.408889,+048.24.32,10.536667,+010.32.12,518,background,rural,rural,unknown,DE007A
DEHB001,DEHB001,Bremen-Mitte,19870101,,53.077151,+053.4.37,8.81578,+08.48.56,10,background,urban,urban,unknown,DE013A
DEHB002,DEHB002,Bremen-Ost,19870101,,53.060045,+053.3.36,8.916966,+08.55.1,7,background,urban,urban,unknown,DE013A
DEHB004,DEHB004,Bremen-Nord,19890501,,53.180946,+053.10.51,8.625456,+08.37.31,20,background,urban,urban,unknown,DE013A
DEHB005,DEHB005,Bremerhaven,19890501,,53.562455,+053.33.44,8.569405,+08.34.9,3,background,urban,urban,unknown,DE013A
DEHB006,DEHB006,Bremen Verkehr 1,19920501,,53.078663,+053.4.43,8.825173,+08.49.30,7,traffic,urban,urban,unknown,DE013A
DEHB011,DEHB011,Cherbourger Straße,20080101,,53.585262,+053.35.6,8.59876,+08.35.55,4,traffic,urban,urban,unknown,DE013A
DEHB012,DEHB012,Bremen-Oslebshausen,20100501,,53.124561,+053.7.28,8.735047,+08.44.6,8,background,urban,urban,unknown,DE013A
DEHB013,DEHB013,Bremen-Hasenbüren,20100608,,53.1177,+053.7.3,8.69506,+08.41.42,4,industrial,rural,rural,unknown,DE013A
DEHE001,DEHE001,Darmstadt,19950801,,49.872303,+049.52.20,8.664619,+08.39.52,158,background,urban,urban,unknown,DE009A
DEHE005,DEHE005,Frankfurt-Höchst,19790101,,50.101871,+050.6.6,8.542052,+08.32.31,104,background,urban,urban,unknown,DE009A
DEHE008,DEHE008,Frankfurt-Ost,19840101,,50.125332,+050.7.31,8.746343,+08.44.46,100,background,urban,urban,unknown,DE009A
DEHE009,DEHE009,Frankfurt-Sindlingen,20080101,,50.080726,+050.4.50,8.515592,+08.30.56,99,background,urban,urban,unknown,DE009A
DEHE011,DEHE011,Hanau,20130711,,50.13577,+050.8.8,8.92157,+08.55.17,108,background,urban,urban,unknown,DE009A
DEHE013,DEHE013,Kassel-Mitte,19770101,,51.314248,+051.18.51,9.483397,+09.29.0,181,background,urban,urban,unknown,DE009A
DEHE018,DEHE018,Raunheim,19770101,,50.010325,+050.0.37,8.451527,+08.27.5,90,background,urban,urban,unknown,DE009A
DEHE020,DEHE020,Wetzlar,19790101,,50.567185,+050.34.1,8.500619,+08.30.2,152,traffic,urban,urban,unknown,DE009A
DEHE022,DEHE022,Wiesbaden-Süd,19770101,,50.050343,+050.3.1,8.244949,+08.14.41,121,background,urban,urban,unknown,DE009A
DEHE024,DEHE024,Witzenhausen/Wald,19830501,,51.291757,+051.17.30,9.774588,+09.46.28,610,background,rural,rural,unknown,DE009A
DEHE026,DEHE026,Spessart,19860101,,50.16443,+050.9.51,9.399441,+09.23.57,502,background,rural,rural,regional,DE009A
DEHE028,DEHE028,Fürth/Odenwald,19861001,,49.653465,+049.39.12,8.817251,+08.49.2,484,background,rural,rural,unknown,DE009A
DEHE030,DEHE030,Marburg,19880101,,50.804258,+050.48.15,8.769324,+08.46.9,182,background,urban,urban,unknown,DE009A
DEHE032,DEHE032,Bebra,19880101,,50.970024,+050.58.12,9.80026,+09.48.0,204,background,urban,urban,unknown,DE009A
DEHE036,DEHE036,Frankfurt-Höhenstraße,19920101,,50.123981,+050.7.26,8.70025,+08.42.0,122,traffic,urban,urban,unknown,DE009A
DEHE037,DEHE037,Wiesbaden-Ringkirche,19910801,,50.077191,+050.4.37,8.230316,+08.13.49,145,traffic,urban,urban,unknown,DE009A
DEHE039,DEHE039,Burg Herzberg (Grebenau),20100907,,50.770381,+050.46.13,9.459402,+09.27.33,491,background,rural,rural,unknown,DE009A
DEHE040,DEHE040,Darmstadt-Hügelstraße,19931101,,49.869457,+049.52.10,8.653745,+08.39.13,158,traffic,urban,urban,unknown,DE009A
DEHE041,DEHE041,Frankfurt-Friedb.Ldstr.,19930301,,50.124589,+050.7.28,8.691911,+08.41.30,119,traffic,urban,urban,unknown,DE009A
DEHE042,DEHE042,Linden/Leihgestern,19950405,,50.532965,+050.31.58,8.684397,+08.41.3,172,background,rural,rural,unknown,DE009A
DEHE043,DEHE043,Riedstadt,19960320,,49.825165,+049.49.30,8.516798,+08.31.0,87,background,rural,rural,near-city,DE009A
DEHE044,DEHE044,Limburg,19980610,,50.383217,+050.22.59,8.060998,+08.3.39,128,background,urban,urban,unknown,DE009A
DEHE045,DEHE045,Michelstadt,19990505,,49.672507,+049.40.21,9.001981,+09.0.7,209,background,urban,urban,unknown,DE009A
DEHE046,DEHE046,Bad Arolsen,19990511,,51.430897,+051.25.51,8.928171,+08.55.41,343,background,rural,rural,unknown,DE009A
DEHE049,DEHE049,Kassel-Fünffenster-Str.,19990618,,51.312076,+051.18.43,9.49112,+09.29.28,179,traffic,urban,urban,unknown,DE009A
DEHE050,DEHE050,Zierenberg,20130507,,51.360755,+051.21.38,9.271233,+09.16.16,489,background,rural,rural,unknown,DE009A
DEHE051,DEHE051,Wasserkuppe,20000705,,50.497711,+050.29.51,9.935862,+09.56.9,931,background,rural,rural,unknown,DE009A
DEHE052,DEHE052,Kleiner Feldberg,19920312,,50.221941,+050.13.18,8.446079,+08.26.45,811,background,rural,rural,unknown,DE009A
DEHE053,DEHE053,DHA80 Frankfurt-Griesheim,20020101,,50.095453,+050.5.43,8.603379,+08.36.12,98,background,urban,urban,unknown,DE009A
DEHE054,DEHE054,DHA80 Hanau-Mitte,20020101,,50.130412,+050.7.49,8.926329,+08.55.34,107,background,urban,urban,unknown,DE009A
DEHE056,DEHE056,DHA80 Frankfurt-Mitte (Technisches Rathaus),20030102,,50.110829,+050.6.38,8.683638,+08.41.1,103,background,urban,urban,unknown,DE009A
DEHE057,DEHE057,DHA80 Wetzlar-Hermanstein,20020101,,50.577931,+050.34.40,8.495097,+08.29.42,183,background,urban,urban,unknown,DE009A
DEHE058,DEHE058,Fulda-Mitte,20050912,,50.549297,+050.32.57,9.682162,+09.40.55,272,background,urban,urban,unknown,DE009A
DEHE059,DEHE059,Fulda-Petersberger Str.,20050914,,50.550028,+050.33.0,9.684854,+09.41.5,277,traffic,urban,urban,unknown,DE009A
DEHE060,DEHE060,Kellerwald,20051009,,51.154843,+051.9.17,9.031754,+09.1.54,483,background,rural,rural,regional,DE009A
DEHE061,DEHE061,Gießen-Westanlage,20051212,,50.584108,+050.35.2,8.668579,+08.40.6,162,traffic,urban,urban,unknown,DE009A
DEHE062,DEHE062,Marburg-Univers.Straße,20051220,,50.807018,+050.48.25,8.769396,+08.46.9,186,traffic,urban,urban,unknown,DE009A
DEHE063,DEHE063,Heppenheim-Lehrstraße,20051229,,49.643238,+049.38.35,8.642,+08.38.31,110,traffic,urban,urban,unknown,DE009A
DEHE065,DEHE065,Frankfurt-Süd (5228),20050101,,50.104361,+050.6.15,8.675586,+08.40.32,102,background,urban,urban,unknown,DE009A
DEHE066,DEHE066,Frankfurt (5230),20050101,,50.111977,+050.6.43,8.676108,+08.40.33,112,background,urban,urban,unknown,DE009A
DEHE067,DEHE067,Frankfurt (5428),20050101,,50.104232,+050.6.15,8.690895,+08.41.27,103,background,urban,urban,unknown,DE009A
DEHE068,DEHE068,Frankfurt (5430),20050101,,50.111264,+050.6.40,8.691577,+08.41.29,103,background,urban,urban,unknown,DE009A
DEHE069,DEHE069,Frankfurt (3228),20050101,,50.10421,+050.6.15,8.535515,+08.32.7,106,background,urban,urban,unknown,DE009A
DEHE070,DEHE070,Frankfurt (3226),20050101,,50.094554,+050.5.40,8.537803,+08.32.16,101,background,urban,urban,unknown,DE009A
DEHE071,DEHE071,Frankfurt (3426),20050101,,50.095385,+050.5.43,8.557377,+08.33.26,91,background,rural,rural,unknown,DE009A
DEHE072,DEHE072,Frankfurt (3428),20050101,,50.103515,+050.6.12,8.548621,+08.32.55,105,background,urban,urban,unknown,DE009A
DEHE073,DEHE073,Hanau (8632),20050101,,50.1228,+050.7.22,8.916733,+08.55.0,105,background,urban,urban,unknown,DE009A
DEHE074,DEHE074,Hanau (8634),20130101,,50.121775,+050.7.18,8.958608,+08.57.30,107,background,urban,urban,unknown,DE009A
DEHE075,DEHE075,Hanau (8832),20050101,,50.125254,+050.7.30,8.931149,+08.55.52,106,background,urban,urban,unknown,DE009A
DEHE076,DEHE076,Hanau (8834),20050101,,50.130132,+050.7.48,8.925155,+08.55.30,111,background,urban,urban,unknown,DE009A
DEHE077,DEHE077,Hanau (9230),20050101,,50.11409,+050.6.50,8.951635,+08.57.5,108,background,rural,rural,near-city,DE009A
DEHE078,DEHE078,Hanau (9232),20050101,,50.121106,+050.7.15,8.960623,+08.57.38,108,background,urban,urban,unknown,DE009A
DEHE079,DEHE079,Hanau (9430),20050101,,50.115291,+050.6.55,8.967284,+08.58.2,118,background,rural,rural,near-city,DE009A
DEHE080,DEHE080,Hanau (9432),20050101,,50.122448,+050.7.20,8.970566,+08.58.14,111,background,rural,rural,near-city,DE009A
DEHE081,DEHE081,Wetzlar (1820),20050101,,50.576425,+050.34.35,8.481714,+08.28.54,153,background,rural,rural,near-city,DE009A
DEHE082,DEHE082,Wetzlar (1822),20050101,,50.584154,+050.35.2,8.525717,+08.31.32,159,background,rural,rural,near-city,DE009A
DEHE083,DEHE083,Wetzlar (2020),20050101,,50.569404,+050.34.9,8.506722,+08.30.24,153,background,urban,urban,unknown,DE009A
DEHE084,DEHE084,Wetzlar (2022),20050101,,50.576933,+050.34.36,8.503368,+08.30.12,169,background,rural,rural,near-city,DE009A
DEHE085,DEHE085,Kassel (2222),20050101,,51.307809,+051.18.28,9.51573,+09.30.56,138,background,urban,urban,unknown,DE009A
DEHE086,DEHE086,Kassel (2224),20050101,,51.3166,+051.18.59,9.513619,+09.30.49,136,background,urban,urban,unknown,DE009A
DEHE087,DEHE087,Kassel (2422),20050101,,51.307334,+051.18.26,9.529582,+09.31.46,140,background,urban,urban,unknown,DE009A
DEHE088,DEHE088,Kassel (2424),20050101,,51.314421,+051.18.51,9.526508,+09.31.35,137,background,rural,rural,near-city,DE009A
DEHE089,DEHE089,Wiesbaden (2622),20050101,,50.048225,+050.2.53,8.241492,+08.14.29,107,background,urban,urban,unknown,DE009A
DEHE090,DEHE090,Wiesbaden (2624),20050101,,50.054539,+050.3.16,8.244576,+08.14.40,133,background,urban,urban,unknown,DE009A
DEHE091,DEHE091,Wiesbaden (2822),20050101,,50.048374,+050.2.54,8.257548,+08.15.27,114,background,rural,rural,near-city,DE009A
DEHE092,DEHE092,Wiesbaden (2824),20050101,,50.057942,+050.3.28,8.259258,+08.15.33,115,background,urban,urban,unknown,DE009A
DEHE094,DEHE094,Reinheim,20070801,,49.827775,+049.49.39,8.832221,+08.49.55,161,traffic,urban,urban,unknown,DE009A
DEHE095,DEHE095,DHA80 Wetzlar-Köhlersgarten,20080103,,50.575364,+050.34.31,8.492018,+08.29.31,161,industrial,suburban,suburban,unknown,DE009A
DEHE096,DEHE096,Frankfurt Palmengarten,20070103,,50.12556,+050.7.32,8.656659,+08.39.23,105,background,urban,urban,unknown,DE009A
DEHE097,DEHE097,Fulda Zentral-Friedhof,20080101,,50.542563,+050.32.33,9.696033,+09.41.45,280,background,suburban,suburban,unknown,DE009A
DEHE098,DEHE098,Limburg Diezer Str. 49,20090101,,50.384466,+050.23.4,8.053849,+08.3.13,132,traffic,urban,urban,unknown,DE009A
DEHE099,DEHE099,Limburg Schiede 28-30,20090101,,50.38621,+050.23.10,8.059641,+08.3.34,122,traffic,urban,urban,unknown,DE009A
DEHE100,DEHE100,Limburg Schiede 37-41,20090101,,50.387586,+050.23.15,8.05913,+08.3.32,122,traffic,urban,urban,unknown,DE009A
DEHE101,DEHE101,Limburg Frankfurter Str. 52,20090101,,50.38312,+050.22.59,8.070442,+08.4.13,143,traffic,urban,urban,unknown,DE009A
DEHE102,DEHE102,Offenbach Untere Grenzstr. 61,20090101,,50.101443,+050.6.5,8.784665,+08.47.4,107,traffic,urban,urban,unknown,DE009A
DEHE103,DEHE103,Offenbach Bieberer Str. 86,20090101,,50.10239,+050.6.8,8.775947,+08.46.33,109,traffic,urban,urban,unknown,DE009A
DEHE104,DEHE104,Offenbach Mainstr. 133,20090101,,50.107078,+050.6.25,8.772779,+08.46.22,102,traffic,urban,urban,unknown,DE009A
DEHE105,DEHE105,Wetzlar Linsenbergstr.,20090101,,50.57508,+050.34.30,8.491714,+08.29.30,164,traffic,urban,urban,unknown,DE009A
DEHE106,DEHE106,Dep_Königstein,19840101,,50.19906,+050.11.56,8.43733,+08.26.14,520,background,rural,rural,unknown,DE009A
DEHE107,DEHE107,Dep_Witzenhausen,19840101,,51.291667,+051.17.30,9.774722,+09.46.28,600,background,rural,rural,unknown,DE009A
DEHE108,DEHE108,Dep_Fürth,19870101,,49.643889,+049.38.38,8.843889,+08.50.38,450,background,rural,rural,unknown,DE009A
DEHE109,DEHE109,Dep_Krofdorf,19840101,,50.669722,+050.40.10,8.623611,+08.37.24,320,background,rural,rural,unknown,DE009A
DEHE110,DEHE110,Dep_Ried,19990101,,49.69611,+049.41.45,8.54611,+08.32.45,90,background,rural,rural,unknown,DE009A
DEHE111,DEHE111,Rüsselsheim Rugby-Ring,20110101,,49.995556,+049.59.44,8.42439,+08.25.27,92,background,urban,urban,unknown,DE009A
DEHE112,DEHE112,Wiesbaden-Schiersteiner Str.,20120101,,50.072119,+050.4.19,8.228865,+08.13.43,140,traffic,urban,urban,unknown,DE009A
DEHE113,DEHE113,Lampertheim-Römerstraße,20110908,,49.593056,+049.35.35,8.469584,+08.28.10,97,traffic,rural,rural,unknown,DE009A
DEHE114,DEHE114,Lampertheim-Andreasstraße,20110908,,49.60201,+049.36.7,8.46188,+08.27.42,97,traffic,rural,rural,unknown,DE009A
DEHE115,DEHE115,Breuberg-Hainstadt,20120102,,49.83324,+049.49.59,9.04218,+09.2.31,143,traffic,rural,rural,unknown,DE009A
DEHE116,DEHE116,Offenbach-Untere Grenzstraße,20131101,,50.101494,+050.6.5,8.784892,+08.47.5,108,traffic,urban,urban,unknown,DE009A
DEHE120,DEHE120,Dep_Biebergemünd,20050101,,50.153,+050.9.10,9.3958,+09.23.44,,background,rural,rural background,remote,DE009A
DEHE122,DEHE122,Dep_Zierenberg,20050101,,51.371,+051.22.15,9.2678,+09.16.4,,background,rural,rural background,remote,DE009A
DEHE123,DEHE123,Dep_Homberg,20050101,,50.929,+050.55.44,9.3414,+09.20.29,,background,rural,rural background,remote,DE009A
DEHE124,DEHE124,Dep_Kellerwald,20050101,,51.158,+051.9.28,9.0306,+09.1.50,,background,rural,rural background,remote,DE009A
DEHH008,DEHH008,Hamburg Sternschanze,19840301,,53.56414,+053.33.50,9.967882,+09.58.4,15,background,urban,urban,unknown,DE012A
DEHH015,DEHH015,Hamburg Veddel,19840701,,53.523262,+053.31.23,10.021227,+010.1.16,4,industrial,urban,urban,unknown,DE012A
DEHH016,DEHH016,Hamburg Billbrook,19850101,,53.52902,+053.31.44,10.081685,+010.4.54,5,industrial,urban,urban,unknown,DE012A
DEHH021,DEHH021,Hamburg Tatenberg,19850101,,53.487669,+053.29.15,10.083646,+010.5.1,2,background,suburban,suburban,unknown,DE012A
DEHH026,DEHH026,Hamburg Stresemannstraße,19911101,,53.560632,+053.33.38,9.957236,+09.57.26,20,traffic,urban,urban,unknown,DE012A
DEHH033,DEHH033,Hamburg Flughafen Nord,19940401,,53.638291,+053.38.17,9.998009,+09.59.52,13,background,urban,urban,unknown,DE012A
