Produktbereich,PB_BEZ,Teilplan,PG_BEZ,Bezirk,Bezeichnung,Teilplanzeile,Ergebnis 2010,Plan 2011,Plan 2012,Plan 2013,Plan 2014,Plan 2015
02,Sicherheit und Ordnung,0204,Verkehrs- u. Kfz.-Wesen,9,Mühlheim,11 - Personalaufwendungen,169126,228516,216216,225186,236383,245919
02,Sicherheit und Ordnung,0204,Verkehrs- u. Kfz.-Wesen,9,Mühlheim,13 - Aufwendungen für Sach- und Dienstleistungen,518,1720,1000,1000,1000,1000
02,Sicherheit und Ordnung,0204,Verkehrs- u. Kfz.-Wesen,9,Mühlheim,14 - Bilanzielle Abschreibungen,0,1819,937,937,937,937
02,Sicherheit und Ordnung,0204,Verkehrs- u. Kfz.-Wesen,9,Mühlheim,16 - sonstige ordentl. Aufwendungen,75307,74359,95316,95316,95316,95316
02,Sicherheit und Ordnung,0204,Verkehrs- u. Kfz.-Wesen,9,Mühlheim,17 = ordentliche Aufwendungen,244951,306414,313470,322440,333636,343172
02,Sicherheit und Ordnung,0204,Verkehrs- u. Kfz.-Wesen,9,Mühlheim,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),-104975,193546,130601,139572,150768,160304
02,Sicherheit und Ordnung,0204,Verkehrs- u. Kfz.-Wesen,9,Mühlheim,22 = ordentliches Jahresergebnis (18 und 21),-104975,193546,130601,139572,150768,160304
02,Sicherheit und Ordnung,0204,Verkehrs- u. Kfz.-Wesen,9,Mühlheim,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),-104975,193546,130601,139572,150768,160304
02,Sicherheit und Ordnung,0204,Verkehrs- u. Kfz.-Wesen,9,Mühlheim,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),18968,16186,26225,26153,26153,26153
02,Sicherheit und Ordnung,0204,Verkehrs- u. Kfz.-Wesen,9,Mühlheim,28 = Jahresergebnis,-86006,209732,156827,165725,176921,186457
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,04 - öffentl.rechtl. Leistungsentgelte,-794487,-707480,-896180,-896180,-896180,-896180
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,05 - privatrechtl. Leistungsentgelte,-45,0,-15000,-15000,-15000,-15000
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,06 - Kostenerstattungen und Umlagen,1,0,0,0,0,0
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,07 - sonstige ordentliche Erträge,-13621,-9201,-9201,-9201,-9201,-9201
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,10 = ordentliche Erträge,-808152,-716681,-920381,-920381,-920381,-920381
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,11 - Personalaufwendungen,1010682,1149610,863774,898951,943480,981296
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,13 - Aufwendungen für Sach- und Dienstleistungen,7357,3683,6630,6630,6630,6630
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,14 - Bilanzielle Abschreibungen,15604,9755,23543,23543,23543,23543
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,16 - sonstige ordentl. Aufwendungen,844979,944430,1080983,1080983,1080983,1080983
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,17 = ordentliche Aufwendungen,1878621,2107479,1974930,2010107,2054636,2092452
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),1070469,1390798,1054549,1089726,1134255,1172071
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,22 = ordentliches Jahresergebnis (18 und 21),1070469,1390798,1054549,1089726,1134255,1172071
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),1070469,1390798,1054549,1089726,1134255,1172071
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),92392,67669,96708,96468,96468,96468
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,1,Innenstadt,28 = Jahresergebnis,1162861,1458468,1151258,1186193,1230723,1268539
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,04 - öffentl.rechtl. Leistungsentgelte,-347390,-285568,-572068,-572068,-572068,-572068
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,05 - privatrechtl. Leistungsentgelte,142,0,0,0,0,0
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,07 - sonstige ordentliche Erträge,-2356,-8000,-8000,-8000,-8000,-8000
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,10 = ordentliche Erträge,-349604,-293568,-580068,-580068,-580068,-580068
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,11 - Personalaufwendungen,437648,458397,438013,457482,480587,500418
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,13 - Aufwendungen für Sach- und Dienstleistungen,6571,5761,6240,6240,6240,6240
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,14 - Bilanzielle Abschreibungen,4382,2106,9876,9876,9876,9876
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,16 - sonstige ordentl. Aufwendungen,439713,415449,688473,688473,688473,688473
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,17 = ordentliche Aufwendungen,888315,881713,1142603,1162071,1185176,1205007
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),538710,588145,562535,582003,605108,624939
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,22 = ordentliches Jahresergebnis (18 und 21),538710,588145,562535,582003,605108,624939
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),538710,588145,562535,582003,605108,624939
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),37586,25751,41558,41450,41450,41450
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,2,Rodenkirchen,28 = Jahresergebnis,576296,613896,604093,623453,646558,666389
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,04 - öffentl.rechtl. Leistungsentgelte,-872253,-700728,-1022928,-1022928,-1022928,-1022928
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,05 - privatrechtl. Leistungsentgelte,-1,0,0,0,0,0
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,07 - sonstige ordentliche Erträge,-8653,-8600,-8600,-8600,-8600,-8600
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,10 = ordentliche Erträge,-880906,-709328,-1031528,-1031528,-1031528,-1031528
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,11 - Personalaufwendungen,815328,936432,843568,878123,921677,958693
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,13 - Aufwendungen für Sach- und Dienstleistungen,9293,5153,6240,6240,6240,6240
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,14 - Bilanzielle Abschreibungen,13076,9815,17154,17154,17154,17154
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,16 - sonstige ordentl. Aufwendungen,835724,785950,1068735,1068735,1068735,1068735
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,17 = ordentliche Aufwendungen,1673421,1737349,1935698,1970253,2013807,2050823
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),792515,1028021,904170,938725,982279,1019295
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,22 = ordentliches Jahresergebnis (18 und 21),792515,1028021,904170,938725,982279,1019295
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),792515,1028021,904170,938725,982279,1019295
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),73690,55987,85636,85407,85407,85407
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,3,Lindenthal,28 = Jahresergebnis,866204,1084009,989806,1024132,1067686,1104702
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,04 - öffentl.rechtl. Leistungsentgelte,-469911,-388492,-665592,-665592,-665592,-665592
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,05 - privatrechtl. Leistungsentgelte,-130,0,0,0,0,0
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,07 - sonstige ordentliche Erträge,-12267,-8299,-8299,-8299,-8299,-8299
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,10 = ordentliche Erträge,-482307,-396791,-673891,-673891,-673891,-673891
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,11 - Personalaufwendungen,591450,435023,577091,601727,631852,657588
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,13 - Aufwendungen für Sach- und Dienstleistungen,6696,4194,6240,6240,6240,6240
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,14 - Bilanzielle Abschreibungen,8422,4611,13140,13140,13140,13140
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,16 - sonstige ordentl. Aufwendungen,473594,439064,729545,729545,729545,729545
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,17 = ordentliche Aufwendungen,1080161,882892,1326016,1350652,1380777,1406513
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),597854,486101,652125,676761,706886,732622
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,22 = ordentliches Jahresergebnis (18 und 21),597854,486101,652125,676761,706886,732622
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),597854,486101,652125,676761,706886,732622
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),57600,31205,66943,66763,66763,66763
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,4,Ehrenfeld,28 = Jahresergebnis,655454,517307,719069,743524,773649,799385
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,04 - öffentl.rechtl. Leistungsentgelte,-471044,-413704,-600804,-600804,-600804,-600804
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,05 - privatrechtl. Leistungsentgelte,-328,0,0,0,0,0
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,07 - sonstige ordentliche Erträge,-14158,-10398,-10398,-10398,-10398,-10398
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,10 = ordentliche Erträge,-485529,-424102,-611202,-611202,-611202,-611202
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,11 - Personalaufwendungen,745177,683788,705158,734543,771122,802276
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,13 - Aufwendungen für Sach- und Dienstleistungen,7246,5243,6240,6240,6240,6240
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,14 - Bilanzielle Abschreibungen,10870,7451,17477,17477,17477,17477
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,16 - sonstige ordentl. Aufwendungen,459128,431441,598780,598780,598780,598780
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,17 = ordentliche Aufwendungen,1222421,1127923,1327655,1357039,1393619,1424773
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),736892,703821,716453,745837,782416,813570
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,22 = ordentliches Jahresergebnis (18 und 21),736892,703821,716453,745837,782416,813570
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),736892,703821,716453,745837,782416,813570
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),64254,40123,67162,66970,66970,66970
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,5,Nippes,28 = Jahresergebnis,801147,743944,783615,812807,849386,880540
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,04 - öffentl.rechtl. Leistungsentgelte,-257615,-239344,-416444,-416444,-416444,-416444
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,05 - privatrechtl. Leistungsentgelte,-189,0,0,0,0,0
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,07 - sonstige ordentliche Erträge,-5150,-5000,-5000,-5000,-5000,-5000
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,10 = ordentliche Erträge,-262953,-244344,-421444,-421444,-421444,-421444
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,11 - Personalaufwendungen,360990,495212,431719,450815,473567,493087
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,13 - Aufwendungen für Sach- und Dienstleistungen,7571,5862,6240,6240,6240,6240
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,14 - Bilanzielle Abschreibungen,7625,1477,10253,10253,10253,10253
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,16 - sonstige ordentl. Aufwendungen,356480,385514,526452,526452,526452,526452
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,17 = ordentliche Aufwendungen,732666,888065,974664,993759,1016512,1036032
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),469713,643721,553220,572315,595068,614588
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,22 = ordentliches Jahresergebnis (18 und 21),469713,643721,553220,572315,595068,614588
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),469713,643721,553220,572315,595068,614588
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),38249,32639,42380,42272,42272,42272
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,6,Chorweiler,28 = Jahresergebnis,507961,676361,595600,614587,637340,656860
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,04 - öffentl.rechtl. Leistungsentgelte,-449928,-396276,-603876,-603876,-603876,-603876
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,05 - privatrechtl. Leistungsentgelte,-548,0,0,0,0,0
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,07 - sonstige ordentliche Erträge,-12103,-7999,-7999,-7999,-7999,-7999
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,10 = ordentliche Erträge,-462579,-404275,-611875,-611875,-611875,-611875
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,11 - Personalaufwendungen,485980,670418,616346,642529,674661,702096
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,13 - Aufwendungen für Sach- und Dienstleistungen,2752,5654,6240,6240,6240,6240
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,14 - Bilanzielle Abschreibungen,5706,3352,13386,13386,13386,13386
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,16 - sonstige ordentl. Aufwendungen,450443,429109,624673,624673,624673,624673
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,17 = ordentliche Aufwendungen,944881,1108533,1260645,1286828,1318960,1346395
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),482302,704258,648770,674953,707086,734520
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,22 = ordentliches Jahresergebnis (18 und 21),482302,704258,648770,674953,707086,734520
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),482302,704258,648770,674953,707086,734520
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),45989,35664,60798,60630,60630,60630
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,7,Porz,28 = Jahresergebnis,528291,739922,709568,735583,767715,795150
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,04 - öffentl.rechtl. Leistungsentgelte,-462995,-396968,-624068,-624068,-624068,-624068
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,05 - privatrechtl. Leistungsentgelte,5,0,0,0,0,0
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,07 - sonstige ordentliche Erträge,-9169,-10000,-10000,-10000,-10000,-10000
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,10 = ordentliche Erträge,-472160,-406968,-634068,-634068,-634068,-634068
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,11 - Personalaufwendungen,500934,635587,531390,554095,581843,605545
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,13 - Aufwendungen für Sach- und Dienstleistungen,4805,5667,6240,6240,6240,6240
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,14 - Bilanzielle Abschreibungen,7938,5000,13521,13521,13521,13521
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,16 - sonstige ordentl. Aufwendungen,485241,446375,620122,620122,620122,620122
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,17 = ordentliche Aufwendungen,998918,1092630,1171273,1193978,1221726,1245428
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),526758,685662,537205,559910,587658,611360
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,22 = ordentliches Jahresergebnis (18 und 21),526758,685662,537205,559910,587658,611360
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),526758,685662,537205,559910,587658,611360
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),100128,39399,53878,53733,53733,53733
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,8,Kalk,28 = Jahresergebnis,626887,725061,591083,613644,641392,665094
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,04 - öffentl.rechtl. Leistungsentgelte,-435309,-420232,-707332,-707332,-707332,-707332
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,05 - privatrechtl. Leistungsentgelte,-17,0,0,0,0,0
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,07 - sonstige ordentliche Erträge,-19864,-7899,-7899,-7899,-7899,-7899
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,10 = ordentliche Erträge,-455190,-428131,-715231,-715231,-715231,-715231
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,11 - Personalaufwendungen,566094,790468,726020,756224,793867,825925
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,13 - Aufwendungen für Sach- und Dienstleistungen,3732,4985,6240,6240,6240,6240
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,14 - Bilanzielle Abschreibungen,7420,5289,34030,34030,34030,34030
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,16 - sonstige ordentl. Aufwendungen,569487,574044,825874,825874,825874,825874
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,17 = ordentliche Aufwendungen,1146733,1374785,1592164,1622369,1660012,1692070
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),691543,946654,876934,907138,944781,976839
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,22 = ordentliches Jahresergebnis (18 und 21),691543,946654,876934,907138,944781,976839
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),691543,946654,876934,907138,944781,976839
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),61023,52491,78675,78458,78458,78458
02,Sicherheit und Ordnung,0207,Einwohnerangelegenheiten,9,Mühlheim,28 = Jahresergebnis,752566,999145,955608,985596,1023239,1055297
02,Sicherheit und Ordnung,0212,"Brand- u. Bevölkerungsschutz, Rettungsdienst",9,Mühlheim,14 - Bilanzielle Abschreibungen,0,185,185,185,185,185
02,Sicherheit und Ordnung,0212,"Brand- u. Bevölkerungsschutz, Rettungsdienst",9,Mühlheim,17 = ordentliche Aufwendungen,0,185,185,185,185,185
02,Sicherheit und Ordnung,0212,"Brand- u. Bevölkerungsschutz, Rettungsdienst",9,Mühlheim,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),0,185,185,185,185,185
02,Sicherheit und Ordnung,0212,"Brand- u. Bevölkerungsschutz, Rettungsdienst",9,Mühlheim,22 = ordentliches Jahresergebnis (18 und 21),0,185,185,185,185,185
02,Sicherheit und Ordnung,0212,"Brand- u. Bevölkerungsschutz, Rettungsdienst",9,Mühlheim,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),0,185,185,185,185,185
02,Sicherheit und Ordnung,0212,"Brand- u. Bevölkerungsschutz, Rettungsdienst",9,Mühlheim,28 = Jahresergebnis,0,185,185,185,185,185
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,02 - Zuwendungen und allg. Umlagen,-4708,-300,-300,-300,-300,-300
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,05 - privatrechtl. Leistungsentgelte,-1,0,0,0,0,0
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,06 - Kostenerstattungen und Umlagen,-15,0,0,0,0,0
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,07 - sonstige ordentliche Erträge,-19550,-19900,-19300,-19300,-19300,-19300
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,10 = ordentliche Erträge,-24274,-20200,-19600,-19600,-19600,-19600
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,11 - Personalaufwendungen,4724447,4739973,5029493,5516572,5739649,5915813
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,13 - Aufwendungen für Sach- und Dienstleistungen,1950766,2174805,2364811,2364811,2364811,2364811
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,14 - Bilanzielle Abschreibungen,376,740,1035,1035,1035,1035
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,15 - Transferaufwendungen,6000,4800,5700,0,0,0
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,16 - sonstige ordentl. Aufwendungen,96145,131200,109075,109075,109075,109075
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,17 = ordentliche Aufwendungen,6777735,7051517,7510114,7991492,8214569,8390733
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),6753461,7031317,7490514,7971892,8194969,8371133
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,22 = ordentliches Jahresergebnis (18 und 21),6753461,7031317,7490514,7971892,8194969,8371133
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),6753461,7031317,7490514,7971892,8194969,8371133
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),47110,50720,73187,72634,72634,72634
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,1,Innenstadt,28 = Jahresergebnis,6800571,7082037,7563701,8044526,8267603,8443767
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,2,Rodenkirchen,02 - Zuwendungen und allg. Umlagen,0,-300,-300,-300,-300,-300
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,2,Rodenkirchen,04 - öffentl.rechtl. Leistungsentgelte,0,-23200,-23200,-23200,-23200,-23200
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,2,Rodenkirchen,06 - Kostenerstattungen und Umlagen,-17,0,0,0,0,0
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,2,Rodenkirchen,07 - sonstige ordentliche Erträge,-6885,-8400,-5900,-5900,-5900,-5900
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,2,Rodenkirchen,10 = ordentliche Erträge,-6901,-31900,-29400,-29400,-29400,-29400
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,2,Rodenkirchen,11 - Personalaufwendungen,1308857,1321796,1210592,1327803,1382671,1426511
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,2,Rodenkirchen,13 - Aufwendungen für Sach- und Dienstleistungen,539937,565480,599320,599320,599320,599320
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,2,Rodenkirchen,14 - Bilanzielle Abschreibungen,0,100,200,200,200,200
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,2,Rodenkirchen,15 - Transferaufwendungen,500,1500,2500,0,0,0
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,2,Rodenkirchen,16 - sonstige ordentl. Aufwendungen,34005,39251,42950,42950,42950,42950
03,Schulträgeraufgaben,0301,Schulträgeraufgaben,2,Rodenkirchen,17 = ordentliche Aufwendungen,1883299,1928127,1855561,1970272,2025141,2068981
