Produktbereich;Produktbereichsbezeichnung;Teilplan;Teilplanbezeichnung;Teilplanzeile;Ergebnis 2010;Plan 2011;Plan 2012;Plan 2013;Plan 2014;Plan 2015
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;14 - Bilanzielle Abschreibungen;11517157;10760917;11706163;12765156;13828578;15297470
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;15 - Transferaufwendungen;529550;26200;30100;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;16 - sonstige ordentl. Aufwendungen;178481882;172994033;208535880;215310480;216106880;223824780
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;17 = ordentliche Aufwendungen;311727367;303225678;351014135;368871011;365671717;376656669
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-203498234;-235755777;-268762766;-281919936;-279366976;-290789258
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;19 - Finanzerträge;0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;22 = ordentliches Jahresergebnis (18 und 21);-203498234;-235755777;-268762766;-281919936;-279366976;-290789258
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;23 - außerordentliche Erträge;0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-203498234;-235755777;-268762766;-281919936;-279366976;-290789258
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);17540734;17557007;18363525;19531701;20386725;20993064
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;28 = Jahresergebnis;-221038968;-253312784;-287126291;-301451638;-299753702;-311782323
04;Kultur und Wissenschaft;0401;Museumsreferat;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;02 - Zuwendungen und allg. Umlagen;158865;0;77;77;77;77
04;Kultur und Wissenschaft;0401;Museumsreferat;03 - sonstige Transfererträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;05 - privatrechtl. Leistungsentgelte;34709;200;300;300;300;300
04;Kultur und Wissenschaft;0401;Museumsreferat;06 - Kostenerstattungen und Umlagen;482;0;200000;200000;200000;200000
04;Kultur und Wissenschaft;0401;Museumsreferat;07 - sonstige ordentliche Erträge;71;100;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;09 - Bestandsveränderungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;10 = ordentliche Erträge;194126;300;200377;200377;200377;200377
04;Kultur und Wissenschaft;0401;Museumsreferat;11 - Personalaufwendungen;1990905;2117047;2339491;2731712;2840269;2924202
04;Kultur und Wissenschaft;0401;Museumsreferat;12 - Versorgungsaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;13 - Aufwendungen für Sach- und Dienstleistungen;293150;2600368;1600000;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;14 - Bilanzielle Abschreibungen;13310;9062;5463;3229;3089;2751
04;Kultur und Wissenschaft;0401;Museumsreferat;15 - Transferaufwendungen;3695806;3656452;3881903;3857740;3875388;3901957
04;Kultur und Wissenschaft;0401;Museumsreferat;16 - sonstige ordentl. Aufwendungen;157556;342166;1107698;1107698;1107698;1107698
04;Kultur und Wissenschaft;0401;Museumsreferat;17 = ordentliche Aufwendungen;6150727;8725094;8934555;7700379;7826444;7936609
04;Kultur und Wissenschaft;0401;Museumsreferat;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-5956600;-8724794;-8734178;-7500002;-7626067;-7736232
04;Kultur und Wissenschaft;0401;Museumsreferat;19 - Finanzerträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;22 = ordentliches Jahresergebnis (18 und 21);-5956600;-8724794;-8734178;-7500002;-7626067;-7736232
04;Kultur und Wissenschaft;0401;Museumsreferat;23 - außerordentliche Erträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-5956600;-8724794;-8734178;-7500002;-7626067;-7736232
04;Kultur und Wissenschaft;0401;Museumsreferat;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);41892;41562;46997;46997;46997;46997
04;Kultur und Wissenschaft;0401;Museumsreferat;28 = Jahresergebnis;-5998493;-8766356;-8781175;-7546999;-7673064;-7783229
04;Kultur und Wissenschaft;0402;Museum Ludwig;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;02 - Zuwendungen und allg. Umlagen;1534911;1570564;1481354;1449826;1445619;1444400
04;Kultur und Wissenschaft;0402;Museum Ludwig;03 - sonstige Transfererträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;05 - privatrechtl. Leistungsentgelte;2209715;1946900;1886850;1798500;1798500;1798500
04;Kultur und Wissenschaft;0402;Museum Ludwig;06 - Kostenerstattungen und Umlagen;28031;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;07 - sonstige ordentliche Erträge;280537;400;39000;39000;39000;39000
04;Kultur und Wissenschaft;0402;Museum Ludwig;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;09 - Bestandsveränderungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;10 = ordentliche Erträge;4053193;3517864;3407204;3287326;3283119;3281900
04;Kultur und Wissenschaft;0402;Museum Ludwig;11 - Personalaufwendungen;3116159;2964603;3180195;3511665;3667360;3790964
04;Kultur und Wissenschaft;0402;Museum Ludwig;12 - Versorgungsaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;13 - Aufwendungen für Sach- und Dienstleistungen;4768004;3155809;4351650;4351650;4351650;4351650
04;Kultur und Wissenschaft;0402;Museum Ludwig;14 - Bilanzielle Abschreibungen;3299333;3282376;3331295;3319817;3305577;3302159
04;Kultur und Wissenschaft;0402;Museum Ludwig;15 - Transferaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;16 - sonstige ordentl. Aufwendungen;1649105;704443;781322;581322;581322;581322
04;Kultur und Wissenschaft;0402;Museum Ludwig;17 = ordentliche Aufwendungen;12832601;10107232;11644462;11764454;11905908;12026095
04;Kultur und Wissenschaft;0402;Museum Ludwig;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-8779408;-6589368;-8237258;-8477128;-8622789;-8744195
04;Kultur und Wissenschaft;0402;Museum Ludwig;19 - Finanzerträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;22 = ordentliches Jahresergebnis (18 und 21);-8779408;-6589368;-8237258;-8477128;-8622789;-8744195
04;Kultur und Wissenschaft;0402;Museum Ludwig;23 - außerordentliche Erträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-8779408;-6589368;-8237258;-8477128;-8622789;-8744195
04;Kultur und Wissenschaft;0402;Museum Ludwig;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);331795;333093;348189;348189;348189;348189
04;Kultur und Wissenschaft;0402;Museum Ludwig;28 = Jahresergebnis;-9111203;-6922461;-8585447;-8825317;-8970979;-9092384
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;02 - Zuwendungen und allg. Umlagen;584339;184639;184639;184639;184639;184639
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;03 - sonstige Transfererträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;05 - privatrechtl. Leistungsentgelte;738882;699000;639950;374800;374800;374800
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;06 - Kostenerstattungen und Umlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;07 - sonstige ordentliche Erträge;22803;400;400;400;400;400
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;09 - Bestandsveränderungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;10 = ordentliche Erträge;1346024;884039;824989;559839;559839;559839
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;11 - Personalaufwendungen;924645;960034;1009255;1108795;1155262;1192229
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;12 - Versorgungsaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;13 - Aufwendungen für Sach- und Dienstleistungen;1543992;1041377;1092189;1142189;1142189;1142189
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;14 - Bilanzielle Abschreibungen;353080;382211;391825;391028;391644;392209
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;15 - Transferaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;16 - sonstige ordentl. Aufwendungen;355761;206139;266557;216557;216557;216557
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;17 = ordentliche Aufwendungen;3177478;2589761;2759826;2858569;2905652;2943184
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-1831454;-1705722;-1934837;-2298730;-2345813;-2383345
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;19 - Finanzerträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;22 = ordentliches Jahresergebnis (18 und 21);-1831454;-1705722;-1934837;-2298730;-2345813;-2383345
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;23 - außerordentliche Erträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-1831454;-1705722;-1934837;-2298730;-2345813;-2383345
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);254050;199258;234164;234164;234164;234164
04;Kultur und Wissenschaft;0403;Römisch-Germanisches Museum;28 = Jahresergebnis;-2085505;-1904980;-2169001;-2532894;-2579977;-2617509
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;02 - Zuwendungen und allg. Umlagen;571445;226489;86261;86261;86261;86221
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;03 - sonstige Transfererträge;0;100;100;100;100;100
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;05 - privatrechtl. Leistungsentgelte;210542;400300;565200;593800;593800;593800
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;06 - Kostenerstattungen und Umlagen;13514;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;07 - sonstige ordentliche Erträge;13449;400;400;400;400;400
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;09 - Bestandsveränderungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;10 = ordentliche Erträge;808949;627289;651961;680561;680561;680521
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;11 - Personalaufwendungen;1161365;1216474;1263900;1388933;1448245;1495778
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;12 - Versorgungsaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;13 - Aufwendungen für Sach- und Dienstleistungen;3357887;5235467;5024637;3324637;3324637;3324637
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;14 - Bilanzielle Abschreibungen;397626;915750;1091492;1087972;1075992;1045215
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;15 - Transferaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;16 - sonstige ordentl. Aufwendungen;313698;236336;173530;173530;173530;173530
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;17 = ordentliche Aufwendungen;5230577;7604027;7553560;5975073;6022405;6039161
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-4421627;-6976737;-6901599;-5294512;-5341844;-5358640
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;19 - Finanzerträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;22 = ordentliches Jahresergebnis (18 und 21);-4421627;-6976737;-6901599;-5294512;-5341844;-5358640
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;23 - außerordentliche Erträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-4421627;-6976737;-6901599;-5294512;-5341844;-5358640
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);312091;126907;251632;251632;251632;251632
04;Kultur und Wissenschaft;0404;Rautenstrauch-Joest-Museum;28 = Jahresergebnis;-4733718;-7103644;-7153231;-5546144;-5593476;-5610272
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;02 - Zuwendungen und allg. Umlagen;66883;62912;31869;31619;28869;28869
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;03 - sonstige Transfererträge;0;100;100;100;100;100
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;05 - privatrechtl. Leistungsentgelte;171098;194700;161100;240900;240900;240900
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;06 - Kostenerstattungen und Umlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;07 - sonstige ordentliche Erträge;13979;300;300;300;300;300
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;09 - Bestandsveränderungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;10 = ordentliche Erträge;251960;258012;193369;272919;270169;270169
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;11 - Personalaufwendungen;884825;819035;851833;936753;976114;1007278
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;12 - Versorgungsaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;13 - Aufwendungen für Sach- und Dienstleistungen;1058228;913398;940689;894689;894689;894689
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;14 - Bilanzielle Abschreibungen;459217;476414;464689;486728;484164;484875
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;15 - Transferaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;16 - sonstige ordentl. Aufwendungen;239619;50674;119847;119847;119847;119847
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;17 = ordentliche Aufwendungen;2641888;2259520;2377058;2438018;2474814;2506689
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-2389928;-2001509;-2183689;-2165099;-2204645;-2236520
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;19 - Finanzerträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;22 = ordentliches Jahresergebnis (18 und 21);-2389928;-2001509;-2183689;-2165099;-2204645;-2236520
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;23 - außerordentliche Erträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-2389928;-2001509;-2183689;-2165099;-2204645;-2236520
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);148295;144112;153360;153360;153360;153360
04;Kultur und Wissenschaft;0405;Museum für Angewandte Kunst;28 = Jahresergebnis;-2538223;-2145621;-2337049;-2318459;-2358005;-2389880
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;02 - Zuwendungen und allg. Umlagen;319545;139845;139845;139845;139845;139845
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;03 - sonstige Transfererträge;0;100;100;100;100;100
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;05 - privatrechtl. Leistungsentgelte;485512;240300;249650;251500;251500;251500
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;06 - Kostenerstattungen und Umlagen;300;5000;5000;5000;5000;5000
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;07 - sonstige ordentliche Erträge;23192;4900;4900;4900;4900;4900
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;09 - Bestandsveränderungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;10 = ordentliche Erträge;828549;390145;399495;401345;401345;401345
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;11 - Personalaufwendungen;727103;686370;709627;779304;812579;839338
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;12 - Versorgungsaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;13 - Aufwendungen für Sach- und Dienstleistungen;753426;447536;636170;636170;636170;636170
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;14 - Bilanzielle Abschreibungen;220561;229636;228927;229904;230221;231366
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;15 - Transferaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;16 - sonstige ordentl. Aufwendungen;409211;243132;99581;99581;99581;99581
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;17 = ordentliche Aufwendungen;2110301;1606674;1674305;1744960;1778551;1806456
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-1281752;-1216529;-1274810;-1343615;-1377206;-1405111
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;19 - Finanzerträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;22 = ordentliches Jahresergebnis (18 und 21);-1281752;-1216529;-1274810;-1343615;-1377206;-1405111
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;23 - außerordentliche Erträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-1281752;-1216529;-1274810;-1343615;-1377206;-1405111
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);79626;72673;84680;84680;84680;84680
04;Kultur und Wissenschaft;0406;Museum für Ostasiatische Kunst;28 = Jahresergebnis;-1361378;-1289203;-1359490;-1428294;-1461886;-1489790
04;Kultur und Wissenschaft;0407;Museum Schnütgen;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;02 - Zuwendungen und allg. Umlagen;43328;300;31256;6256;6256;6256
04;Kultur und Wissenschaft;0407;Museum Schnütgen;03 - sonstige Transfererträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;05 - privatrechtl. Leistungsentgelte;21365;122900;353500;196900;196900;196900
04;Kultur und Wissenschaft;0407;Museum Schnütgen;06 - Kostenerstattungen und Umlagen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;07 - sonstige ordentliche Erträge;12364;3600;3600;3600;3600;3600
04;Kultur und Wissenschaft;0407;Museum Schnütgen;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;09 - Bestandsveränderungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;10 = ordentliche Erträge;77057;126800;388356;206756;206756;206756
04;Kultur und Wissenschaft;0407;Museum Schnütgen;11 - Personalaufwendungen;576843;681517;762462;838020;873252;901225
04;Kultur und Wissenschaft;0407;Museum Schnütgen;12 - Versorgungsaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;13 - Aufwendungen für Sach- und Dienstleistungen;613797;462990;725701;538201;538201;538201
04;Kultur und Wissenschaft;0407;Museum Schnütgen;14 - Bilanzielle Abschreibungen;48910;38311;98495;100009;100810;102296
04;Kultur und Wissenschaft;0407;Museum Schnütgen;15 - Transferaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;16 - sonstige ordentl. Aufwendungen;239404;102506;115231;115231;115231;115231
04;Kultur und Wissenschaft;0407;Museum Schnütgen;17 = ordentliche Aufwendungen;1478954;1285325;1701889;1591461;1627494;1656953
04;Kultur und Wissenschaft;0407;Museum Schnütgen;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-1401897;-1158525;-1313533;-1384705;-1420738;-1450197
04;Kultur und Wissenschaft;0407;Museum Schnütgen;19 - Finanzerträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;22 = ordentliches Jahresergebnis (18 und 21);-1401897;-1158525;-1313533;-1384705;-1420738;-1450197
04;Kultur und Wissenschaft;0407;Museum Schnütgen;23 - außerordentliche Erträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0407;Museum Schnütgen;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
