Produktbereich;Produktbereichsbezeichnung;Teilplan;Teilplanbezeichnung;Teilplanzeile;Ergebnis 2010;Plan 2011;Plan 2012;Plan 2013;Plan 2014;Plan 2015
02;Sicherheit und Ordnung;0209;Ausländerangelegenheiten;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-9.857.990;-9.046.522;-9.944.147;-11.102.192;-11.909.917;-12.676.640
02;Sicherheit und Ordnung;0209;Ausländerangelegenheiten;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);463.504;568.307;586.227;586.227;586.227;586.227
02;Sicherheit und Ordnung;0209;Ausländerangelegenheiten;28 = Jahresergebnis;-10.321.494;-9.614.829;-10.530.373;-11.688.419;-12.496.144;-13.262.867
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;02 - Zuwendungen und allg. Umlagen;0;0;675.000;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;03 - sonstige Transfererträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;05 - privatrechtl. Leistungsentgelte;21.756;3.150;3.150;3.150;3.150;3.150
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;06 - Kostenerstattungen und Umlagen;52.583;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;07 - sonstige ordentliche Erträge;0;0;30.000;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;09 - Bestandsveränderungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;10 = ordentliche Erträge;74.339;3.150;708.150;3.150;3.150;3.150
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;11 - Personalaufwendungen;1.472.231;2.137.202;2.111.117;2.270.280;2.390.440;2.496.041
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;12 - Versorgungsaufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;13 - Aufwendungen für Sach- und Dienstleistungen;62.341;419.013;156.315;253.300;132.300;192.300
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;14 - Bilanzielle Abschreibungen;7.131;15.905;11.559;11.902;12.651;14.636
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;15 - Transferaufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;16 - sonstige ordentl. Aufwendungen;190.582;335.340;485.759;282.439;342.039;282.439
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;17 = ordentliche Aufwendungen;1.732.284;2.907.460;2.764.751;2.817.921;2.877.430;2.985.415
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-1.657.946;-2.904.310;-2.056.601;-2.814.771;-2.874.280;-2.982.265
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;19 - Finanzerträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;22 = ordentliches Jahresergebnis (18 und 21);-1.657.946;-2.904.310;-2.056.601;-2.814.771;-2.874.280;-2.982.265
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;23 - außerordentliche Erträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-1.657.946;-2.904.310;-2.056.601;-2.814.771;-2.874.280;-2.982.265
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);83.891;69.380;100.545;67.463;67.463;67.463
02;Sicherheit und Ordnung;0210;Statistik und Informationsmanagement;28 = Jahresergebnis;-1.741.837;-2.973.690;-2.157.146;-2.882.235;-2.941.743;-3.049.729
02;Sicherheit und Ordnung;0211;Wahlen;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;02 - Zuwendungen und allg. Umlagen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;03 - sonstige Transfererträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;05 - privatrechtl. Leistungsentgelte;0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;06 - Kostenerstattungen und Umlagen;677.443;0;750.000;800.000;800.000;0
02;Sicherheit und Ordnung;0211;Wahlen;07 - sonstige ordentliche Erträge;61;197;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;09 - Bestandsveränderungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;10 = ordentliche Erträge;677.504;197;750.000;800.000;800.000;0
02;Sicherheit und Ordnung;0211;Wahlen;11 - Personalaufwendungen;736.141;181.646;901.702;895.473;1.436.692;797.313
02;Sicherheit und Ordnung;0211;Wahlen;12 - Versorgungsaufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;13 - Aufwendungen für Sach- und Dienstleistungen;128.348;125.007;197.000;215.000;362.000;277.000
02;Sicherheit und Ordnung;0211;Wahlen;14 - Bilanzielle Abschreibungen;42.845;26.878;26.960;37.560;57.960;76.960
02;Sicherheit und Ordnung;0211;Wahlen;15 - Transferaufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;16 - sonstige ordentl. Aufwendungen;1.051.860;432.346;1.189.826;1.258.826;1.390.826;1.058.826
02;Sicherheit und Ordnung;0211;Wahlen;17 = ordentliche Aufwendungen;1.959.194;765.877;2.315.488;2.406.858;3.247.477;2.210.099
02;Sicherheit und Ordnung;0211;Wahlen;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-1.281.691;-765.680;-1.565.488;-1.606.858;-2.447.477;-2.210.099
02;Sicherheit und Ordnung;0211;Wahlen;19 - Finanzerträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;22 = ordentliches Jahresergebnis (18 und 21);-1.281.691;-765.680;-1.565.488;-1.606.858;-2.447.477;-2.210.099
02;Sicherheit und Ordnung;0211;Wahlen;23 - außerordentliche Erträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
02;Sicherheit und Ordnung;0211;Wahlen;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-1.281.691;-765.680;-1.565.488;-1.606.858;-2.447.477;-2.210.099
02;Sicherheit und Ordnung;0211;Wahlen;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);76.064;45.264;51.862;51.862;51.862;51.862
02;Sicherheit und Ordnung;0211;Wahlen;28 = Jahresergebnis;-1.357.755;-810.943;-1.617.350;-1.658.720;-2.499.339;-2.261.961
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;02 - Zuwendungen und allg. Umlagen;1.267.572;1.029.300;1.030.300;1.030.300;1.030.300;1.050.300
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;03 - sonstige Transfererträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;04 - öffentl.rechtl. Leistungsentgelte;36.853.949;39.009.849;39.185.389;39.080.143;39.080.143;39.080.143
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;05 - privatrechtl. Leistungsentgelte;255.587;349.500;435.670;435.670;435.670;435.670
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;06 - Kostenerstattungen und Umlagen;131.738;0;56.000;56.000;56.000;56.000
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;07 - sonstige ordentliche Erträge;561.778;931.200;875.200;875.200;875.200;875.200
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;09 - Bestandsveränderungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;10 = ordentliche Erträge;39.070.624;41.319.849;41.582.559;41.477.313;41.477.313;41.497.313
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;11 - Personalaufwendungen;73.957.232;66.243.004;90.802.282;97.962.530;104.908.157;111.808.302
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;12 - Versorgungsaufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;13 - Aufwendungen für Sach- und Dienstleistungen;16.830.830;18.669.283;19.361.931;18.880.762;18.880.762;17.830.762
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;14 - Bilanzielle Abschreibungen;4.842.485;5.924.684;6.803.184;7.441.484;7.507.884;8.290.214
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;15 - Transferaufwendungen;2.094;0;0;0;0;0
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;16 - sonstige ordentl. Aufwendungen;4.931.142;4.945.320;4.695.920;4.682.920;4.668.920;4.668.920
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;17 = ordentliche Aufwendungen;100.563.784;95.782.291;121.663.318;128.967.696;135.965.724;142.598.199
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-61.493.160;-54.462.442;-80.080.759;-87.490.383;-94.488.411;-101.100.886
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;19 - Finanzerträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;22 = ordentliches Jahresergebnis (18 und 21);-61.493.160;-54.462.442;-80.080.759;-87.490.383;-94.488.411;-101.100.886
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;23 - außerordentliche Erträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-61.493.160;-54.462.442;-80.080.759;-87.490.383;-94.488.411;-101.100.886
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);674.757;612.853;739.186;739.186;739.186;739.186
02;Sicherheit und Ordnung;0212;Brand- u. Bevölkerungsschutz, Rettungsdienst;28 = Jahresergebnis;-62.167.917;-55.075.295;-80.819.945;-88.229.569;-95.227.597;-101.840.072
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;02 - Zuwendungen und allg. Umlagen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;03 - sonstige Transfererträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;05 - privatrechtl. Leistungsentgelte;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;06 - Kostenerstattungen und Umlagen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;07 - sonstige ordentliche Erträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;09 - Bestandsveränderungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;10 = ordentliche Erträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;11 - Personalaufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;12 - Versorgungsaufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;13 - Aufwendungen für Sach- und Dienstleistungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;14 - Bilanzielle Abschreibungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;15 - Transferaufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;16 - sonstige ordentl. Aufwendungen;0;0;50.000;50.000;50.000;50.000
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;17 = ordentliche Aufwendungen;0;0;50.000;50.000;50.000;50.000
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);0;0;-50.000;-50.000;-50.000;-50.000
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;19 - Finanzerträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;22 = ordentliches Jahresergebnis (18 und 21);0;0;-50.000;-50.000;-50.000;-50.000
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;23 - außerordentliche Erträge;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);0;0;-50.000;-50.000;-50.000;-50.000
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);0;0;0;0;0;0
02;Sicherheit und Ordnung;0213;Einwohner- und Bürgerbefragungen;28 = Jahresergebnis;0;0;-50.000;-50.000;-50.000;-50.000
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;02 - Zuwendungen und allg. Umlagen;88.629.030;47.894.169;60.350.509;64.192.663;63.546.329;63.208.999
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;03 - sonstige Transfererträge;3.012;100;100;100;100;100
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;04 - öffentl.rechtl. Leistungsentgelte;8.847.763;9.362.200;10.829.828;11.637.380;11.637.380;11.637.380
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;05 - privatrechtl. Leistungsentgelte;3.518.843;210.100;1.887.700;1.937.700;1.937.700;1.837.700
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;06 - Kostenerstattungen und Umlagen;97.840;111.200;111.200;111.200;111.200;111.200
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;07 - sonstige ordentliche Erträge;7.132.644;9.892.132;9.072.032;9.072.032;9.072.032;9.072.032
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;09 - Bestandsveränderungen;0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;10 = ordentliche Erträge;108.229.133;67.469.901;82.251.369;86.951.075;86.304.741;85.867.411
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;11 - Personalaufwendungen;34.449.583;34.790.362;34.920.541;38.418.465;40.199.349;41.705.509
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;12 - Versorgungsaufwendungen;0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;13 - Aufwendungen für Sach- und Dienstleistungen;86.749.196;84.654.166;95.821.450;102.376.910;95.536.910;95.828.910
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;14 - Bilanzielle Abschreibungen;11.517.157;10.760.917;11.706.163;12.765.156;13.828.578;15.297.470
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;15 - Transferaufwendungen;529.550;26.200;30.100;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;16 - sonstige ordentl. Aufwendungen;178.481.882;172.994.033;208.535.880;215.310.480;216.106.880;223.824.780
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;17 = ordentliche Aufwendungen;311.727.367;303.225.678;351.014.135;368.871.011;365.671.717;376.656.669
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-203.498.234;-235.755.777;-268.762.766;-281.919.936;-279.366.976;-290.789.258
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;19 - Finanzerträge;0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;22 = ordentliches Jahresergebnis (18 und 21);-203.498.234;-235.755.777;-268.762.766;-281.919.936;-279.366.976;-290.789.258
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;23 - außerordentliche Erträge;0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-203.498.234;-235.755.777;-268.762.766;-281.919.936;-279.366.976;-290.789.258
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);17.540.734;17.557.007;18.363.525;19.531.701;20.386.725;20.993.064
03;Schulträgeraufgaben;0301;Schulträgeraufgaben;28 = Jahresergebnis;-221.038.968;-253.312.784;-287.126.291;-301.451.638;-299.753.702;-311.782.323
04;Kultur und Wissenschaft;0401;Museumsreferat;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;02 - Zuwendungen und allg. Umlagen;158.865;0;77;77;77;77
04;Kultur und Wissenschaft;0401;Museumsreferat;03 - sonstige Transfererträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;05 - privatrechtl. Leistungsentgelte;34.709;200;300;300;300;300
04;Kultur und Wissenschaft;0401;Museumsreferat;06 - Kostenerstattungen und Umlagen;482;0;200.000;200.000;200.000;200.000
04;Kultur und Wissenschaft;0401;Museumsreferat;07 - sonstige ordentliche Erträge;71;100;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;09 - Bestandsveränderungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;10 = ordentliche Erträge;194.126;300;200.377;200.377;200.377;200.377
04;Kultur und Wissenschaft;0401;Museumsreferat;11 - Personalaufwendungen;1.990.905;2.117.047;2.339.491;2.731.712;2.840.269;2.924.202
04;Kultur und Wissenschaft;0401;Museumsreferat;12 - Versorgungsaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;13 - Aufwendungen für Sach- und Dienstleistungen;293.150;2.600.368;1.600.000;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;14 - Bilanzielle Abschreibungen;13.310;9.062;5.463;3.229;3.089;2.751
04;Kultur und Wissenschaft;0401;Museumsreferat;15 - Transferaufwendungen;3.695.806;3.656.452;3.881.903;3.857.740;3.875.388;3.901.957
04;Kultur und Wissenschaft;0401;Museumsreferat;16 - sonstige ordentl. Aufwendungen;157.556;342.166;1.107.698;1.107.698;1.107.698;1.107.698
04;Kultur und Wissenschaft;0401;Museumsreferat;17 = ordentliche Aufwendungen;6.150.727;8.725.094;8.934.555;7.700.379;7.826.444;7.936.609
04;Kultur und Wissenschaft;0401;Museumsreferat;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-5.956.600;-8.724.794;-8.734.178;-7.500.002;-7.626.067;-7.736.232
04;Kultur und Wissenschaft;0401;Museumsreferat;19 - Finanzerträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;22 = ordentliches Jahresergebnis (18 und 21);-5.956.600;-8.724.794;-8.734.178;-7.500.002;-7.626.067;-7.736.232
04;Kultur und Wissenschaft;0401;Museumsreferat;23 - außerordentliche Erträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
04;Kultur und Wissenschaft;0401;Museumsreferat;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-5.956.600;-8.724.794;-8.734.178;-7.500.002;-7.626.067;-7.736.232
04;Kultur und Wissenschaft;0401;Museumsreferat;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);41.892;41.562;46.997;46.997;46.997;46.997
04;Kultur und Wissenschaft;0401;Museumsreferat;28 = Jahresergebnis;-5.998.493;-8.766.356;-8.781.175;-7.546.999;-7.673.064;-7.783.229
04;Kultur und Wissenschaft;0402;Museum Ludwig;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;02 - Zuwendungen und allg. Umlagen;1.534.911;1.570.564;1.481.354;1.449.826;1.445.619;1.444.400
04;Kultur und Wissenschaft;0402;Museum Ludwig;03 - sonstige Transfererträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;05 - privatrechtl. Leistungsentgelte;2.209.715;1.946.900;1.886.850;1.798.500;1.798.500;1.798.500
04;Kultur und Wissenschaft;0402;Museum Ludwig;06 - Kostenerstattungen und Umlagen;28.031;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;07 - sonstige ordentliche Erträge;280.537;400;39.000;39.000;39.000;39.000
04;Kultur und Wissenschaft;0402;Museum Ludwig;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;09 - Bestandsveränderungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;10 = ordentliche Erträge;4.053.193;3.517.864;3.407.204;3.287.326;3.283.119;3.281.900
04;Kultur und Wissenschaft;0402;Museum Ludwig;11 - Personalaufwendungen;3.116.159;2.964.603;3.180.195;3.511.665;3.667.360;3.790.964
04;Kultur und Wissenschaft;0402;Museum Ludwig;12 - Versorgungsaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;13 - Aufwendungen für Sach- und Dienstleistungen;4.768.004;3.155.809;4.351.650;4.351.650;4.351.650;4.351.650
04;Kultur und Wissenschaft;0402;Museum Ludwig;14 - Bilanzielle Abschreibungen;3.299.333;3.282.376;3.331.295;3.319.817;3.305.577;3.302.159
04;Kultur und Wissenschaft;0402;Museum Ludwig;15 - Transferaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;16 - sonstige ordentl. Aufwendungen;1.649.105;704.443;781.322;581.322;581.322;581.322
04;Kultur und Wissenschaft;0402;Museum Ludwig;17 = ordentliche Aufwendungen;12.832.601;10.107.232;11.644.462;11.764.454;11.905.908;12.026.095
04;Kultur und Wissenschaft;0402;Museum Ludwig;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-8.779.408;-6.589.368;-8.237.258;-8.477.128;-8.622.789;-8.744.195
04;Kultur und Wissenschaft;0402;Museum Ludwig;19 - Finanzerträge;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
04;Kultur und Wissenschaft;0402;Museum Ludwig;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
